,t(min),Te[C],Tc[C],P[mmHg],Q[W],alpha,beta,phase
0,00:00:00,31.0,31.0,310.0,120,90,0,1
1,00:00:05,31.0,31.0,310.0,120,90,0,1
2,00:00:10,31.0,31.0,310.0,120,90,0,1
3,00:00:15,31.2,31.0,310.0,120,90,0,1
4,00:00:20,31.2,31.0,310.0,120,90,0,1
5,00:00:25,31.2,31.0,310.0,120,90,0,1
6,00:00:30,31.0,31.0,310.0,120,90,0,1
7,00:00:35,31.2,31.0,310.0,120,90,0,1
8,00:00:40,31.2,31.0,310.0,120,90,0,1
9,00:00:45,31.6,31.0,310.0,120,90,0,1
10,00:00:50,31.4,31.0,310.0,120,90,0,1
11,00:00:55,31.4,31.25,310.0,120,90,0,1
12,00:01:00,31.8,31.25,310.0,120,90,0,1
13,00:01:05,32.0,31.25,310.0,120,90,0,1
14,00:01:10,32.2,31.25,310.0,120,90,0,1
15,00:01:15,32.2,31.25,310.0,120,90,0,1
16,00:01:20,32.4,31.25,310.0,120,90,0,1
17,00:01:25,32.8,31.25,310.0,120,90,0,1
18,00:01:30,33.0,31.25,310.0,120,90,0,1
19,00:01:35,33.2,31.25,310.0,120,90,0,1
20,00:01:40,33.8,31.25,310.0,120,90,0,1
21,00:01:45,34.0,31.25,310.0,120,90,0,1
22,00:01:50,34.2,31.25,310.0,120,90,0,1
23,00:01:55,35.2,31.5,310.0,120,90,0,1
24,00:02:00,35.2,31.75,310.0,120,90,0,1
25,00:02:05,35.8,31.75,310.0,120,90,0,1
26,00:02:10,36.0,32.0,310.0,120,90,0,1
27,00:02:15,36.6,32.0,310.0,120,90,0,1
28,00:02:20,37.2,32.0,310.0,120,90,0,1
29,00:02:25,37.2,32.0,310.0,120,90,0,1
30,00:02:30,38.2,32.0,310.0,120,90,0,1
31,00:02:35,38.4,32.25,310.0,120,90,0,1
32,00:02:40,38.6,32.0,310.0,120,90,0,1
33,00:02:45,39.2,32.0,310.0,120,90,0,1
34,00:02:50,39.8,32.5,310.0,120,90,0,1
35,00:02:55,40.2,32.5,310.0,120,90,0,1
36,00:03:00,40.8,32.75,310.0,120,90,0,1
37,00:03:05,41.6,32.75,310.0,120,90,0,1
38,00:03:10,42.2,32.75,310.0,120,90,0,1
39,00:03:15,42.2,33.0,310.0,120,90,0,1
40,00:03:20,43.0,33.0,310.0,120,90,0,1
41,00:03:25,43.2,33.5,310.0,120,90,0,1
42,00:03:30,43.8,33.5,310.0,120,90,0,1
43,00:03:35,44.2,33.75,310.0,120,90,0,1
44,00:03:40,44.4,33.75,310.0,120,90,0,1
45,00:03:45,45.6,33.75,310.0,120,90,0,1
46,00:03:50,45.8,34.25,310.0,120,90,0,1
47,00:03:55,46.4,34.25,310.0,120,90,0,1
48,00:04:00,47.0,34.5,310.0,120,90,0,1
49,00:04:05,47.8,34.5,310.0,120,90,0,1
50,00:04:10,48.4,34.75,310.0,120,90,0,1
51,00:04:15,49.0,34.75,310.0,120,90,0,1
52,00:04:20,49.4,34.75,335.0,120,90,0,1
53,00:04:25,50.0,35.25,335.0,120,90,0,1
54,00:04:30,50.2,35.75,335.0,120,90,0,1
55,00:04:35,50.8,35.75,335.0,120,90,0,1
56,00:04:40,51.4,35.75,335.0,120,90,0,1
57,00:04:45,52.0,36.0,335.0,120,90,0,1
58,00:04:50,52.4,36.0,335.0,120,90,0,1
59,00:04:55,52.8,36.25,335.0,120,90,0,1
60,00:05:00,53.6,36.25,335.0,120,90,0,1
61,00:05:05,54.0,36.25,335.0,120,90,0,1
62,00:05:10,54.8,36.25,335.0,120,90,0,1
63,00:05:15,55.8,37.5,335.0,120,90,0,1
64,00:05:20,56.6,37.75,335.0,120,90,0,1
65,00:05:25,57.4,37.5,335.0,120,90,0,1
66,00:05:30,58.0,38.0,335.0,120,90,0,1
67,00:05:35,58.4,38.5,335.0,120,90,0,1
68,00:05:40,59.2,38.5,335.0,120,90,0,1
69,00:05:45,59.4,38.5,335.0,120,90,0,1
70,00:05:50,60.4,38.75,335.0,120,90,0,1
71,00:05:55,60.6,39.5,335.0,120,90,0,1
72,00:06:00,60.8,39.5,360.0,120,90,0,1
73,00:06:05,61.8,39.75,360.0,120,90,0,1
74,00:06:10,62.4,39.75,360.0,120,90,0,1
75,00:06:15,62.6,39.75,360.0,120,90,0,1
76,00:06:20,63.2,40.0,360.0,120,90,0,1
77,00:06:25,63.8,40.25,360.0,120,90,0,1
78,00:06:30,63.8,41.0,385.0,120,90,0,1
79,00:06:35,64.2,41.0,385.0,120,90,0,1
80,00:06:40,64.8,41.0,385.0,120,90,0,1
81,00:06:45,65.4,41.5,385.0,120,90,0,1
82,00:06:50,66.0,41.75,385.0,120,90,0,1
83,00:06:55,66.2,41.75,385.0,120,90,0,1
84,00:07:00,66.6,42.0,385.0,120,90,0,1
85,00:07:05,67.2,42.0,385.0,120,90,0,1
86,00:07:10,67.8,42.25,385.0,120,90,0,1
87,00:07:15,68.0,42.75,410.0,120,90,0,1
88,00:07:20,68.0,43.0,410.0,120,90,0,1
89,00:07:25,68.8,43.0,410.0,120,90,0,1
90,00:07:30,69.2,42.75,410.0,120,90,0,1
91,00:07:35,69.8,43.25,410.0,120,90,0,1
92,00:07:40,70.0,43.25,410.0,120,90,0,1
93,00:07:45,70.2,43.5,435.0,120,90,0,1
94,00:07:50,70.8,43.75,435.0,120,90,0,1
95,00:07:55,70.8,44.0,435.0,120,90,0,1
96,00:08:00,71.2,44.0,435.0,120,90,0,1
97,00:08:05,71.8,44.5,435.0,120,90,0,1
98,00:08:10,72.2,44.25,460.0,120,90,0,1
99,00:08:15,73.0,44.75,460.0,120,90,0,1
100,00:08:20,72.8,44.75,460.0,120,90,0,1
101,00:08:25,73.2,44.5,460.0,120,90,0,1
102,00:08:30,73.6,44.75,460.0,120,90,0,1
103,00:08:35,74.4,45.25,460.0,120,90,0,1
104,00:08:40,74.6,45.5,460.0,120,90,0,1
105,00:08:45,75.2,45.5,460.0,120,90,0,1
106,00:08:50,75.8,46.0,460.0,120,90,0,1
107,00:08:55,76.4,46.0,460.0,120,90,0,1
108,00:09:00,76.8,46.5,460.0,120,90,0,1
109,00:09:05,77.2,46.5,460.0,120,90,0,1
110,00:09:10,77.4,46.5,460.0,120,90,0,1
111,00:09:15,77.2,46.5,460.0,120,90,0,1
112,00:09:20,77.6,46.75,485.0,120,90,0,1
113,00:09:25,78.2,46.75,485.0,120,90,0,1
114,00:09:30,79.0,47.0,485.0,120,90,0,1
115,00:09:35,79.0,47.25,485.0,120,90,0,1
116,00:09:40,79.6,48.0,485.0,120,90,0,1
117,00:09:45,80.0,47.75,485.0,120,90,0,1
118,00:09:50,80.4,48.5,485.0,120,90,0,1
119,00:09:55,80.6,48.5,510.0,120,90,0,1
120,00:10:00,80.6,48.75,510.0,120,90,0,1
121,00:10:05,80.8,49.0,510.0,120,90,0,1
122,00:10:10,81.0,49.25,510.0,120,90,0,1
123,00:10:15,81.2,49.5,510.0,120,90,0,1
124,00:10:20,81.6,49.5,510.0,120,90,0,1
125,00:10:25,82.2,49.75,510.0,120,90,0,1
126,00:10:30,82.2,50.0,510.0,120,90,0,1
127,00:10:35,82.8,50.25,510.0,120,90,0,1
128,00:10:40,82.6,50.5,510.0,120,90,0,1
129,00:10:45,83.6,50.5,510.0,120,90,0,1
130,00:10:50,83.4,51.0,510.0,120,90,0,1
131,00:10:55,83.6,51.0,510.0,120,90,0,1
132,00:11:00,84.2,51.25,510.0,120,90,0,1
133,00:11:05,84.4,51.0,535.0,120,90,0,1
134,00:11:10,84.6,51.75,535.0,120,90,0,1
135,00:11:15,84.8,51.5,535.0,120,90,0,1
136,00:11:20,84.8,51.5,535.0,120,90,0,1
137,00:11:25,85.2,52.0,535.0,120,90,0,1
138,00:11:30,85.4,51.75,535.0,120,90,0,1
139,00:11:35,86.0,52.0,535.0,120,90,0,1
140,00:11:40,86.0,52.75,535.0,120,90,0,1
141,00:11:45,85.8,52.75,560.0,120,90,0,1
142,00:11:50,86.8,54.0,560.0,120,90,0,1
143,00:11:55,86.8,54.0,560.0,120,90,0,1
144,00:12:00,86.8,54.0,560.0,120,90,0,1
145,00:12:05,87.6,54.5,560.0,120,90,0,1
146,00:12:10,87.6,55.0,560.0,120,90,0,1
147,00:12:15,88.0,55.25,560.0,120,90,0,1
148,00:12:20,88.4,55.25,560.0,120,90,0,1
149,00:12:25,88.6,55.25,560.0,120,90,0,1
150,00:12:30,88.6,55.5,560.0,120,90,0,1
