,Te - AVG (oC),Time (Min),Tc - AVG (oC),Pressure (mm of Hg),Te - Tc (oC),Resistance (oC/W)
125,77.4,18.0,53.25,410.0,24.150000000000006,0.30187500000000006
126,77.66666666666667,21.75,62.25,510.0,15.416666666666671,0.1927083333333334
127,77.8,19.5,51.375,385.0,26.424999999999997,0.3303125
128,78.0,19.25,53.625,397.5,24.375,0.3046875
129,78.33333333333333,22.75,65.0,535.0,13.333333333333329,0.1666666666666666
130,78.6,20.25,52.125,397.5,26.474999999999994,0.33093749999999994
131,79.0,20.166666666666668,52.416666666666664,401.6666666666667,26.583333333333332,0.33229166666666665
132,79.2,21.0,54.0,410.0,25.200000000000003,0.31500000000000006
133,79.33333333333333,23.5,66.5,560.0,12.833333333333329,0.1604166666666666
134,79.6,21.5,54.0,410.0,25.599999999999994,0.31999999999999995
135,79.8,19.5,55.75,435.0,24.049999999999997,0.300625
136,80.0,22.5,56.416666666666664,443.3333333333333,23.583333333333332,0.2947916666666667
137,80.2,22.0,54.5,410.0,25.700000000000003,0.32125000000000004
138,80.33333333333333,24.5,67.25,560.0,13.083333333333329,0.1635416666666666
139,80.6,21.25,55.5,422.5,25.099999999999994,0.31375
140,80.66666666666667,26.5,76.5,610.0,4.166666666666671,0.05208333333333339
141,80.8,23.0,55.0,410.0,25.799999999999997,0.32249999999999995
142,81.0,25.25,69.25,560.0,11.75,0.146875
143,81.2,23.5,55.5,410.0,25.700000000000003,0.32125000000000004
144,81.4,23.166666666666668,53.416666666666664,393.3333333333333,27.983333333333338,0.3497916666666667
145,81.6,23.125,54.25,403.75,27.349999999999994,0.34187499999999993
146,81.66666666666667,27.0,73.0,610.0,8.666666666666671,0.10833333333333339
147,82.0,23.5,63.75,510.0,18.25,0.228125
148,82.2,25.25,56.125,410.0,26.075000000000003,0.3259375
149,82.6,24.0,55.583333333333336,418.3333333333333,27.016666666666662,0.3377083333333333
150,82.8,25.0,54.0,385.0,28.799999999999997,0.36
151,83.0,22.0,57.0,460.0,26.0,0.325
152,83.2,26.833333333333332,59.416666666666664,451.6666666666667,23.783333333333335,0.29729166666666673
153,83.33333333333333,28.666666666666668,73.25,610.0,10.083333333333329,0.1260416666666666
154,83.4,25.166666666666668,56.416666666666664,435.0,26.983333333333338,0.33729166666666677
155,83.6,27.5,60.75,460.0,22.849999999999994,0.2856249999999999
156,83.66666666666667,28.25,73.25,610.0,10.416666666666671,0.13020833333333337
157,83.8,27.0,54.0,410.0,29.799999999999997,0.37249999999999994
158,84.0,29.5,70.1,560.0,13.9,0.17375000000000002
159,84.2,25.25,56.375,435.0,27.825000000000003,0.3478125
160,84.4,28.25,57.625,435.0,26.775000000000006,0.3346875000000001
161,84.6,31.0,73.25,585.0,11.349999999999994,0.14187499999999992
162,84.66666666666667,31.25,75.0,635.0,9.666666666666671,0.1208333333333334
163,84.8,28.75,56.375,422.5,28.424999999999997,0.3553125
164,85.0,26.333333333333332,63.416666666666664,518.3333333333334,21.583333333333332,0.26979166666666665
165,85.2,30.0,68.625,560.0,16.575000000000003,0.20718750000000002
166,85.4,27.25,58.625,447.5,26.775000000000006,0.3346875000000001
167,85.6,30.0,56.166666666666664,418.3333333333333,29.433333333333326,0.3679166666666666
168,85.8,30.5,57.75,426.6666666666667,28.049999999999997,0.35062499999999996
169,86.0,33.142857142857146,70.71428571428571,602.8571428571429,15.285714285714286,0.19107142857142856
170,86.2,30.125,60.75,485.0,25.450000000000003,0.318125
171,86.6,29.333333333333332,56.75,426.6666666666667,29.849999999999994,0.37312499999999993
172,86.66666666666667,35.5,76.25,660.0,10.416666666666671,0.1302083333333334
173,86.8,29.625,62.0625,510.0,24.737499999999997,0.30921875
174,87.0,35.0,71.875,597.5,15.125,0.18906250000000002
175,87.2,34.75,61.291666666666664,476.6666666666667,25.908333333333335,0.3238541666666667
176,87.33333333333333,33.75,76.25,647.5,11.083333333333329,0.13854166666666662
177,87.4,33.25,55.75,410.0,31.650000000000006,0.39562500000000006
178,87.6,35.0,59.458333333333336,460.0,28.141666666666662,0.3517708333333333
179,87.66666666666667,39.5,79.5625,678.75,8.104166666666671,0.1013020833333334
180,87.8,32.166666666666664,62.833333333333336,518.3333333333334,24.966666666666665,0.3120833333333333
181,88.0,40.9,78.08333333333333,663.3333333333334,9.916666666666666,0.12395833333333334
182,88.2,37.0,61.5,485.0,26.700000000000003,0.33375000000000005
183,88.33333333333333,42.5,80.875,697.5,7.458333333333329,0.09322916666666661
184,88.4,37.75,61.8125,485.0,26.587500000000006,0.33234375000000005
185,88.6,40.666666666666664,60.833333333333336,460.0,27.766666666666662,0.34708333333333324
186,88.66666666666667,45.0,80.875,710.0,7.791666666666671,0.0973958333333334
187,88.8,38.875,65.125,522.5,23.674999999999997,0.29593749999999996
188,89.0,44.833333333333336,73.79166666666667,610.0,15.208333333333334,0.19010416666666666
189,89.2,38.75,65.375,522.5,23.825000000000003,0.29781250000000004
190,89.33333333333333,47.25,82.0,710.0,7.333333333333329,0.0916666666666666
191,89.4,40.72222222222222,65.33333333333333,521.1111111111111,24.066666666666674,0.3008333333333334
192,89.6,41.375,62.9375,485.0,26.662499999999994,0.33328125
193,89.8,46.625,62.375,478.75,27.424999999999997,0.34281249999999996
194,90.0,42.875,62.4375,478.75,27.5625,0.34453125
195,90.2,42.875,60.40625,456.875,29.793750000000003,0.372421875
196,90.4,43.625,58.6875,435.0,31.712500000000006,0.39640625000000007
197,90.6,44.333333333333336,70.875,580.8333333333334,19.724999999999994,0.24656249999999993
198,90.8,44.5625,64.0625,500.625,26.737499999999997,0.33421874999999995
199,91.0,47.75,66.75,528.75,24.25,0.303125
200,91.2,48.75,66.25,528.75,24.950000000000003,0.311875
201,91.4,49.214285714285715,67.53571428571429,538.5714285714286,23.86428571428572,0.2983035714285715
202,92.0,50.5,59.25,435.0,32.75,0.409375
203,92.2,48.0,74.25,610.0,17.950000000000003,0.22437500000000005
204,92.4,53.0,58.5,460.0,33.900000000000006,0.42375000000000007
205,92.6,54.0,58.75,447.5,33.849999999999994,0.4231249999999999
206,92.8,55.25,58.75,447.5,34.05,0.425625
207,93.0,57.357142857142854,59.107142857142854,456.42857142857144,33.892857142857146,0.42366071428571433
208,93.2,59.5,59.0,460.0,34.2,0.42750000000000005
209,93.4,52.0,59.5,435.0,33.900000000000006,0.42375000000000007
210,93.6,53.5,59.5,435.0,34.099999999999994,0.4262499999999999
211,93.8,54.0,59.75,435.0,34.05,0.425625
212,94.6,60.0,60.5,460.0,34.099999999999994,0.4262499999999999
