,t(min),Te[C],Tc[C],P[mmHg],Q[W],alpha,beta,phase
0,00:00:00,33.2,32.75,285.0,100,90,0,1
1,00:00:05,33.0,33.0,285.0,100,90,0,1
2,00:00:10,33.0,32.75,285.0,100,90,0,1
3,00:00:15,33.0,33.0,285.0,100,90,0,1
4,00:00:20,33.6,33.0,285.0,100,90,0,1
5,00:00:25,33.4,33.0,285.0,100,90,0,1
6,00:00:30,33.8,33.0,285.0,100,90,0,1
7,00:00:35,33.6,33.25,285.0,100,90,0,1
8,00:00:40,34.2,33.0,285.0,100,90,0,1
9,00:00:45,34.4,33.0,285.0,100,90,0,1
10,00:00:50,34.8,33.0,285.0,100,90,0,1
11,00:00:55,34.8,33.0,285.0,100,90,0,1
12,00:01:00,35.0,33.0,285.0,100,90,0,1
13,00:01:05,35.2,33.25,285.0,100,90,0,1
14,00:01:10,35.2,33.25,285.0,100,90,0,1
15,00:01:15,36.0,33.25,285.0,100,90,0,1
16,00:01:20,36.0,33.25,285.0,100,90,0,1
17,00:01:25,36.8,33.25,285.0,100,90,0,1
18,00:01:30,36.6,33.25,285.0,100,90,0,1
19,00:01:35,36.8,33.25,285.0,100,90,0,1
20,00:01:40,37.6,33.5,285.0,100,90,0,1
21,00:01:45,37.6,33.5,285.0,100,90,0,1
22,00:01:50,38.2,33.5,285.0,100,90,0,1
23,00:01:55,38.6,33.75,285.0,100,90,0,1
24,00:02:00,39.0,33.75,285.0,100,90,0,1
25,00:02:05,39.4,33.75,285.0,100,90,0,1
26,00:02:10,40.0,34.0,285.0,100,90,0,1
27,00:02:15,40.2,34.0,285.0,100,90,0,1
28,00:02:20,40.8,34.0,285.0,100,90,0,1
29,00:02:25,40.8,34.25,285.0,100,90,0,1
30,00:02:30,41.4,34.5,285.0,100,90,0,1
31,00:02:35,41.8,34.5,285.0,100,90,0,1
32,00:02:40,42.4,34.5,285.0,100,90,0,1
33,00:02:45,42.6,34.75,285.0,100,90,0,1
34,00:02:50,43.0,34.75,285.0,100,90,0,1
35,00:02:55,43.2,35.25,285.0,100,90,0,1
36,00:03:00,44.0,35.25,285.0,100,90,0,1
37,00:03:05,44.0,35.25,285.0,100,90,0,1
38,00:03:10,44.6,35.25,285.0,100,90,0,1
39,00:03:15,45.0,35.25,285.0,100,90,0,1
40,00:03:20,45.4,35.5,285.0,100,90,0,1
41,00:03:25,45.6,35.5,285.0,100,90,0,1
42,00:03:30,46.4,36.0,285.0,100,90,0,1
43,00:03:35,47.0,36.0,285.0,100,90,0,1
44,00:03:40,47.2,36.0,285.0,100,90,0,1
45,00:03:45,47.2,36.25,285.0,100,90,0,1
46,00:03:50,46.8,36.5,285.0,100,90,0,1
47,00:03:55,46.4,36.75,285.0,100,90,0,1
48,00:04:00,46.8,37.0,285.0,100,90,0,1
49,00:04:05,47.4,37.25,285.0,100,90,0,1
50,00:04:10,48.2,37.25,285.0,100,90,0,1
51,00:04:15,48.8,37.25,285.0,100,90,0,1
52,00:04:20,48.8,37.25,285.0,100,90,0,1
53,00:04:25,49.2,37.25,285.0,100,90,0,1
54,00:04:30,49.4,37.5,285.0,100,90,0,1
55,00:04:35,50.0,37.75,285.0,100,90,0,1
56,00:04:40,50.6,37.5,285.0,100,90,0,1
57,00:04:45,50.6,38.25,285.0,100,90,0,1
58,00:04:50,51.4,38.5,310.0,100,90,0,1
59,00:04:55,52.0,38.5,310.0,100,90,0,1
60,00:05:00,52.0,38.5,310.0,100,90,0,1
61,00:05:05,53.0,38.75,310.0,100,90,0,1
62,00:05:10,53.2,38.5,310.0,100,90,0,1
63,00:05:15,53.6,39.0,310.0,100,90,0,1
64,00:05:20,53.8,39.0,310.0,100,90,0,1
65,00:05:25,54.4,39.0,310.0,100,90,0,1
66,00:05:30,54.6,39.25,310.0,100,90,0,1
67,00:05:35,55.2,39.5,310.0,100,90,0,1
68,00:05:40,55.4,39.5,310.0,100,90,0,1
69,00:05:45,55.8,39.5,310.0,100,90,0,1
70,00:05:50,56.2,39.75,310.0,100,90,0,1
71,00:05:55,56.2,39.75,310.0,100,90,0,1
72,00:06:00,57.0,39.75,310.0,100,90,0,1
73,00:06:05,56.8,40.25,310.0,100,90,0,1
74,00:06:10,58.0,40.25,310.0,100,90,0,1
75,00:06:15,58.4,40.5,310.0,100,90,0,1
76,00:06:20,58.8,40.5,335.0,100,90,0,1
77,00:06:25,59.0,40.5,335.0,100,90,0,1
78,00:06:30,59.4,40.75,335.0,100,90,0,1
79,00:06:35,59.8,40.75,335.0,100,90,0,1
80,00:06:40,59.6,41.0,335.0,100,90,0,1
81,00:06:45,60.0,41.25,335.0,100,90,0,1
82,00:06:50,60.6,41.5,335.0,100,90,0,1
83,00:06:55,60.8,41.5,335.0,100,90,0,1
84,00:07:00,61.0,41.5,335.0,100,90,0,1
85,00:07:05,61.4,41.5,335.0,100,90,0,1
86,00:07:10,62.2,41.75,335.0,100,90,0,1
87,00:07:15,62.8,42.25,335.0,100,90,0,1
88,00:07:20,63.0,42.0,335.0,100,90,0,1
89,00:07:25,63.8,42.5,335.0,100,90,0,1
90,00:07:30,64.4,42.5,360.0,100,90,0,1
91,00:07:35,64.6,42.5,360.0,100,90,0,1
92,00:07:40,64.8,42.5,360.0,100,90,0,1
93,00:07:45,65.2,42.75,360.0,100,90,0,1
94,00:07:50,65.6,42.75,360.0,100,90,0,1
95,00:07:55,66.2,42.75,360.0,100,90,0,1
96,00:08:00,66.2,42.75,360.0,100,90,0,1
97,00:08:05,66.6,42.75,360.0,100,90,0,1
98,00:08:10,66.6,43.25,360.0,100,90,0,1
99,00:08:15,67.2,42.75,360.0,100,90,0,1
100,00:08:20,67.6,43.25,360.0,100,90,0,1
101,00:08:25,67.0,43.25,360.0,100,90,0,1
102,00:08:30,68.2,43.75,360.0,100,90,0,1
103,00:08:35,68.0,43.75,360.0,100,90,0,1
104,00:08:40,68.0,43.75,360.0,100,90,0,1
105,00:08:45,68.6,43.75,360.0,100,90,0,1
106,00:08:50,68.8,44.0,360.0,100,90,0,1
107,00:08:55,69.4,44.0,360.0,100,90,0,1
108,00:09:00,69.6,44.0,360.0,100,90,0,1
109,00:09:05,70.2,44.0,360.0,100,90,0,1
110,00:09:10,70.4,44.75,360.0,100,90,0,1
111,00:09:15,71.0,44.5,360.0,100,90,0,1
112,00:09:20,71.2,44.75,360.0,100,90,0,1
113,00:09:25,72.0,44.75,360.0,100,90,0,1
114,00:09:30,72.2,45.5,385.0,100,90,0,1
115,00:09:35,72.2,45.75,385.0,100,90,0,1
116,00:09:40,72.2,45.75,385.0,100,90,0,1
117,00:09:45,72.4,45.75,385.0,100,90,0,1
118,00:09:50,72.4,45.75,385.0,100,90,0,1
119,00:09:55,72.8,46.0,385.0,100,90,0,1
120,00:10:00,72.6,46.25,385.0,100,90,0,1
121,00:10:05,73.2,46.5,385.0,100,90,0,1
122,00:10:10,73.6,46.5,385.0,100,90,0,1
