,t(min),Te[K],Tc[K],dT[K],P[bar],TR[K/W],GFE [KJ/mol],GFE_Tc [KJ/mol],dG [KJ/mol]
0,0.0,302.15,301.9,0.25,0.3799685892632876,0.003125,-2430.8513958217018,-2428.8401006075514,-2.011295214150323
1,0.5,302.95,301.9,0.9166666666666679,0.3799685892632876,0.011458333333333348,-2437.2875405069813,-2428.8401006075514,-8.44743989942981
2,1.0,304.15,302.15,1.6666666666666679,0.3799685892632876,0.02083333333333335,-2446.941757534901,-2430.8513958217018,-16.0903617131994
3,1.5,305.75,302.15,3.0,0.3799685892632876,0.0375,-2459.814046905462,-2430.8513958217018,-28.962651083760193
4,2.0,307.15,303.15,3.0,0.3799685892632876,0.0375,-2471.0773001047014,-2438.8965766783017,-32.18072342639971
5,2.5,308.54999999999995,303.9,3.25,0.3799685892632876,0.040625,-2482.3405533039413,-2444.9304623207513,-37.41009098319
6,3.0,310.54999999999995,304.15,4.666666666666664,0.3799685892632876,0.058333333333333307,-2498.4309150171416,-2446.941757534901,-51.489157482240444
7,3.5,312.75,305.15,5.666666666666664,0.3799685892632876,0.0708333333333333,-2516.130312901662,-2454.9869383915016,-61.143374510160356
8,4.0,314.75,306.15,6.333333333333336,0.3799685892632876,0.07916666666666669,-2532.220674614862,-2463.0321192481015,-69.18855536676074
9,4.5,316.15,306.65,7.166666666666664,0.3799685892632876,0.0895833333333333,-2543.4839278141017,-2467.0547096764017,-76.42921813769999
10,5.0,318.34999999999997,307.9,8.25,0.3799685892632876,0.103125,-2561.1833256986215,-2477.111185747152,-84.07213995146958
11,5.5,319.95,308.65,8.833333333333336,0.3799685892632876,0.11041666666666669,-2574.0556150691823,-2483.1450713896015,-90.91054367958077
12,6.0,321.75,309.4,9.75,0.3799685892632876,0.121875,-2588.5369406110626,-2489.1789570320516,-99.35798357901103
13,6.5,323.54999999999995,310.15,10.333333333333336,0.3799685892632876,0.1291666666666667,-2603.018266152942,-2495.2128426745016,-107.80542347844039
14,7.0,325.15,311.4,10.416666666666664,0.4132991672688391,0.13020833333333331,-2388.5889086092857,-2287.5798435827514,-101.00906502653424
15,7.5,326.75,311.9,11.583333333333336,0.4132991672688391,0.1447916666666667,-2400.3426907214644,-2291.2529004928074,-109.08979022865697
16,8.0,328.15,312.65,12.166666666666664,0.4132991672688391,0.1520833333333333,-2410.627250069621,-2296.762485857891,-113.86476421172983
17,8.5,329.54999999999995,313.65,12.166666666666664,0.4132991672688391,0.1520833333333333,-2420.911809417777,-2304.1085996780025,-116.8032097397745
18,9.0,330.75,314.15,13.333333333333336,0.44662974527439064,0.16666666666666669,-2216.453208715619,-2105.211717363603,-111.24149135201606
19,9.5,332.15,315.15,13.333333333333336,0.44662974527439064,0.16666666666666669,-2225.8350212392825,-2111.9130120233626,-113.92200921591984
20,10.0,333.54999999999995,315.9,13.916666666666664,0.44662974527439064,0.1739583333333333,-2235.2168337629464,-2116.9389830181826,-118.27785074476378
21,10.5,334.75,316.65,14.166666666666664,0.4799603232799422,0.17708333333333331,-2042.9481128528273,-1932.4854964446533,-110.46261640817397
22,11.0,335.54999999999995,317.15,14.333333333333336,0.4799603232799422,0.1791666666666667,-2047.8304384399287,-1935.5369499365916,-112.29348850333713
23,11.5,337.34999999999997,317.9,15.25,0.4799603232799422,0.190625,-2058.8156710109074,-1940.1141301744997,-118.70154083640773
24,12.0,338.15,317.9,15.916666666666664,0.4799603232799422,0.1989583333333333,-2063.697996598009,-1940.1141301744997,-123.58386642350933
25,12.5,339.15,318.9,15.916666666666664,0.5132909012854937,0.1989583333333333,-1880.4886746318145,-1768.2082805250939,-112.28039410672068
26,13.0,340.34999999999997,319.65,16.166666666666664,0.5132909012854937,0.2020833333333333,-1887.1423276159164,-1772.3668136401577,-114.77551397575871
27,13.5,340.95,319.9,16.583333333333336,0.5466214792910453,0.2072916666666667,-1712.129956723146,-1606.4243236713137,-105.70563305183236
28,14.0,342.15,320.65,17.16666666666667,0.5466214792910453,0.2145833333333334,-1718.1559310538917,-1610.1905576280296,-107.96537342586203
29,14.5,342.34999999999997,320.65,17.5,0.5799520572965968,0.21875,-1550.691099767348,-1452.3998864916027,-98.29121327574535
30,15.0,343.15,321.65,17.16666666666667,0.5799520572965968,0.2145833333333334,-1554.3147389664541,-1456.929435490485,-97.38530347596907
31,15.5,344.15,322.4,17.41666666666667,0.6132826353021483,0.2177083333333334,-1398.9555943501925,-1310.5427389757435,-88.41285537444901
32,16.0,344.54999999999995,322.65,17.83333333333333,0.6132826353021483,0.2229166666666666,-1400.581577897309,-1311.5589786926912,-89.02259920461779
33,16.5,345.54999999999995,323.4,18.08333333333333,0.6132826353021483,0.2260416666666666,-1404.6465367650997,-1314.6076978435342,-90.03883892156546
34,17.0,345.95,324.4,17.08333333333333,0.6132826353021483,0.2135416666666666,-1406.2725203122159,-1318.672656711325,-87.59986360089079
35,17.5,346.54999999999995,324.9,17.58333333333333,0.6466132133076999,0.2197916666666666,-1256.230588758534,-1177.750160980083,-78.48042777845103
36,18.0,347.54999999999995,325.4,18.08333333333333,0.6799437913132514,0.2260416666666666,-1114.6224361429292,-1043.5855005636863,-71.03693557924294
37,18.5,347.54999999999995,325.65,17.83333333333333,0.6799437913132514,0.2229166666666666,-1114.6224361429292,-1044.3872718456191,-70.23516429731012
38,19.0,348.54999999999995,326.9,17.58333333333333,0.6799437913132514,0.2197916666666666,-1117.8295212706603,-1048.3961282552827,-69.43339301537753
39,19.5,349.15,327.4,17.75,0.6799437913132514,0.221875,-1119.753772347299,-1049.9996708191484,-69.75410152815061
40,20.0,349.54999999999995,327.9,17.58333333333333,0.713274369318803,0.2197916666666666,-981.9594141056231,-921.1400139757798,-60.8194001298433
41,20.5,350.15,328.4,17.75,0.713274369318803,0.221875,-983.6449402062192,-922.5446190596099,-61.1003211466093
42,21.0,350.75,329.4,17.41666666666667,0.7466049473243546,0.2177083333333334,-852.1504506112469,-800.2804231827362,-51.87002742851075
43,21.5,350.95,329.4,17.75,0.7466049473243546,0.221875,-852.6363525075327,-800.2804231827362,-52.355929324796534
44,22.0,351.95,329.9,18.25,0.7466049473243546,0.228125,-855.0658619889617,-801.4951779234508,-53.57068406551093
45,22.5,352.15,330.15,18.0,0.7466049473243546,0.225,-855.5517638852476,-802.102555293808,-53.44920859143963
46,23.0,352.75,330.9,17.58333333333333,0.7466049473243546,0.2197916666666666,-857.0094695741051,-803.9246874048798,-53.084782169225264
47,23.5,353.15,331.15,18.0,0.7799355253299061,0.225,-729.7473954747043,-684.2867053984095,-45.46069007629478
48,24.0,353.15,331.9,17.25,0.7799355253299061,0.215625,-729.7473954747043,-685.8365016510105,-43.910893823693755
49,24.5,353.75,332.15,17.33333333333333,0.8132661033354576,0.21666666666666662,-607.9116390054585,-570.7925113658318,-37.11912763962664
50,25.0,354.34999999999997,332.4,17.41666666666667,0.8132661033354576,0.2177083333333334,-608.9427258843369,-571.2221308986979,-37.72059498563908
51,25.5,355.15,332.65,17.83333333333333,0.8132661033354576,0.2229166666666666,-610.3175083895082,-571.651750431564,-38.665757957944265
52,26.0,354.95,332.65,17.5,0.8132661033354576,0.21875,-609.9738127632154,-571.651750431564,-38.32206233165141
53,26.5,355.34999999999997,332.9,17.58333333333333,0.8132661033354576,0.2197916666666666,-610.6612040158011,-572.08136996443,-38.57983405137111
54,27.0,355.34999999999997,333.15,17.33333333333333,0.8132661033354576,0.21666666666666662,-610.6612040158011,-572.510989497296,-38.150214518505095
55,27.5,355.75,333.15,17.66666666666667,0.8132661033354576,0.22083333333333338,-611.3485952683868,-572.510989497296,-38.83760577109081
56,28.0,356.15,333.4,17.75,0.8132661033354576,0.221875,-612.0359865209724,-572.9406090301621,-39.09537749081028
57,28.5,356.54999999999995,333.65,17.83333333333333,0.8132661033354576,0.2229166666666666,-612.7233777735581,-573.370228563028,-39.35314921053009
58,29.0,356.75,333.9,17.91666666666667,0.8132661033354576,0.2239583333333334,-613.067073399851,-573.7998480958942,-39.26722530395682
59,29.5,356.95,334.15,18.0,0.8132661033354576,0.225,-613.4107690261438,-574.2294676287602,-39.18130139738366
60,30.0,356.95,334.9,16.91666666666667,0.8465966813410092,0.2114583333333334,-494.2107179368063,-463.6816625214636,-30.529055415342725
61,30.5,357.54999999999995,334.9,17.58333333333333,0.8465966813410092,0.2197916666666666,-495.0414405331421,-463.6816625214636,-31.359778011678543
62,31.0,357.75,334.9,17.91666666666667,0.8465966813410092,0.2239583333333334,-495.31834806525416,-463.6816625214636,-31.636685543790577
63,31.5,358.15,335.15,18.0,0.8465966813410092,0.225,-495.872163129478,-464.02779693660347,-31.84436619287453
64,32.0,358.34999999999997,335.4,18.08333333333333,0.8465966813410092,0.2260416666666666,-496.14907066159,-464.3739313517434,-31.775139309846566
65,32.5,358.34999999999997,335.15,18.33333333333333,0.8465966813410092,0.2291666666666666,-496.14907066159,-464.02779693660347,-32.12127372498651
66,33.0,358.54999999999995,335.15,18.66666666666667,0.8465966813410092,0.2333333333333334,-496.42597819370184,-464.02779693660347,-32.39818125709837
67,33.5,358.75,335.65,18.16666666666667,0.8799272593465607,0.2270833333333334,-381.5284412863826,-356.961731896235,-24.566709390147594
68,34.0,359.15,335.9,18.25,0.8799272593465607,0.228125,-381.9538388515799,-357.22760537448335,-24.72623347709657
69,34.5,359.34999999999997,336.15,17.66666666666667,0.8799272593465607,0.22083333333333338,-382.1665376341786,-357.49347885273176,-24.673058781446855
70,35.0,359.75,336.15,18.33333333333333,0.8799272593465607,0.2291666666666666,-382.591935199376,-357.49347885273176,-25.09845634664424
71,35.5,360.15,336.15,18.66666666666667,0.8799272593465607,0.2333333333333334,-383.0173327645734,-357.49347885273176,-25.523853911841627
72,36.0,360.54999999999995,336.15,19.0,0.8799272593465607,0.2375,-383.44273032977065,-357.49347885273176,-25.9492514770389
73,36.5,360.95,335.65,19.5,0.8799272593465607,0.24375,-383.86812789496804,-356.961731896235,-26.906395998733046
74,37.0,360.95,335.65,19.16666666666667,0.8799272593465607,0.2395833333333334,-383.86812789496804,-356.961731896235,-26.906395998733046
75,37.5,361.15,336.4,18.75,0.8799272593465607,0.234375,-384.08082667756673,-357.7593523309801,-26.321474346586626
76,38.0,361.15,336.65,18.5,0.8799272593465607,0.23125,-384.08082667756673,-358.0252258092284,-26.05560086833833
77,38.5,361.15,336.9,18.25,0.9132578373521122,0.228125,-272.44711064697253,-254.1532094059672,-18.29390124100533
78,39.0,361.54999999999995,336.9,18.25,0.9132578373521122,0.228125,-272.7488657189891,-254.1532094059672,-18.59565631302192
79,39.5,361.95,337.15,18.33333333333333,0.9132578373521122,0.2291666666666666,-273.05062079100577,-254.34180632597756,-18.70881446502821
80,40.0,361.95,337.15,18.0,0.9132578373521122,0.225,-273.05062079100577,-254.34180632597756,-18.70881446502821
81,40.5,362.54999999999995,337.15,18.66666666666667,0.9465884153576638,0.2333333333333334,-165.45438407088122,-153.86276538269922,-11.591618688181995
82,41.0,362.34999999999997,337.15,18.66666666666667,0.9465884153576638,0.2333333333333334,-165.36311148278529,-153.86276538269922,-11.500346100086063
83,41.5,362.54999999999995,337.15,18.66666666666667,0.9465884153576638,0.2333333333333334,-165.45438407088122,-153.86276538269922,-11.591618688181995
84,42.0,362.54999999999995,336.9,18.58333333333333,0.9465884153576638,0.23229166666666662,-165.45438407088122,-153.7486746475793,-11.705709423301926
85,42.5,362.54999999999995,337.15,18.33333333333333,0.9465884153576638,0.2291666666666666,-165.45438407088122,-153.86276538269922,-11.591618688181995
86,43.0,362.54999999999995,336.9,18.58333333333333,0.9465884153576638,0.23229166666666662,-165.45438407088122,-153.7486746475793,-11.705709423301926
87,43.5,362.95,336.9,19.25,0.9465884153576638,0.240625,-165.63692924707306,-153.7486746475793,-11.888254599493763
88,44.0,363.34999999999997,336.9,18.91666666666667,0.9465884153576638,0.23645833333333338,-165.8194744232649,-153.7486746475793,-12.0707997756856
89,44.5,363.54999999999995,337.4,18.41666666666667,0.9465884153576638,0.2302083333333334,-165.9107470113608,-153.97685611781912,-11.933890893541673
90,45.0,363.75,337.4,18.75,0.9465884153576638,0.234375,-166.00201959945676,-153.97685611781912,-12.025163481637634
91,45.5,363.34999999999997,336.9,18.58333333333333,0.9465884153576638,0.23229166666666662,-165.8194744232649,-153.7486746475793,-12.0707997756856
92,46.0,363.54999999999995,336.9,18.91666666666667,0.9465884153576638,0.23645833333333338,-165.9107470113608,-153.7486746475793,-12.162072363781505
93,46.5,362.75,338.15,18.33333333333333,0.9465884153576638,0.2291666666666666,-165.54565665897712,-154.3191283231788,-11.22652833579832
94,47.0,362.95,337.65,18.83333333333333,0.9465884153576638,0.2354166666666666,-165.63692924707306,-154.09094685293903,-11.545982394134029
95,47.5,363.15,338.15,18.33333333333333,0.9465884153576638,0.2291666666666666,-165.728201835169,-154.3191283231788,-11.409073511990186
96,48.0,363.54999999999995,337.9,18.58333333333333,0.9465884153576638,0.23229166666666662,-165.9107470113608,-154.20503758805893,-11.705709423301869
97,48.5,363.54999999999995,337.4,19.08333333333333,0.9465884153576638,0.2385416666666666,-165.9107470113608,-153.97685611781912,-11.933890893541673
98,49.0,363.75,337.9,18.58333333333333,0.9465884153576638,0.23229166666666662,-166.00201959945676,-154.20503758805893,-11.79698201139783
99,49.5,364.34999999999997,338.15,18.33333333333333,0.9465884153576638,0.2291666666666666,-166.2758373637445,-154.3191283231788,-11.956709040565698
100,50.0,364.95,338.15,18.33333333333333,0.9465884153576638,0.2291666666666666,-166.54965512803227,-154.3191283231788,-12.230526804853469
101,50.5,364.54999999999995,338.4,17.75,0.9465884153576638,0.221875,-166.3671099518404,-154.4332190582987,-11.933890893541701
102,51.0,364.75,338.4,18.08333333333333,0.9799189933632153,0.2260416666666666,-61.51602523507273,-57.07202999190846,-4.443995243164274
103,51.5,364.75,337.9,18.25,0.9799189933632153,0.228125,-61.51602523507273,-56.98770370645943,-4.528321528613304
104,52.0,364.95,337.65,18.5,0.9799189933632153,0.23125,-61.54975574925235,-56.9455405637349,-4.604215185517447
105,52.5,364.95,337.4,19.08333333333333,0.9799189933632153,0.2385416666666666,-61.54975574925235,-56.90337742101038,-4.6463783282419655
106,53.0,365.15,337.9,18.91666666666667,0.9799189933632153,0.23645833333333338,-61.58348626343195,-56.98770370645943,-4.595782556972523
107,53.5,364.75,339.15,17.33333333333333,0.9799189933632153,0.21666666666666662,-61.51602523507273,-57.198519420082015,-4.317505814990717
108,54.0,364.95,339.15,17.33333333333333,0.9799189933632153,0.21666666666666662,-61.54975574925235,-57.198519420082015,-4.351236329170334
109,54.5,364.75,339.15,17.33333333333333,1.0132495713687668,0.21666666666666662,39.915888434665604,37.11438947941559,2.801498955250011
110,55.0,365.15,339.4,17.41666666666667,1.0132495713687668,0.2177083333333334,39.95966185584138,37.14174786765046,2.8179139881909236
111,55.5,365.34999999999997,339.65,17.16666666666667,1.0132495713687668,0.2145833333333334,39.98154856642927,37.16910625588532,2.8124423105439504
112,56.0,365.54999999999995,338.65,18.5,1.0132495713687668,0.23125,40.00343527701716,37.05967270294587,2.943762574071293
113,56.5,365.34999999999997,339.65,17.16666666666667,1.0132495713687668,0.2145833333333334,39.98154856642927,37.16910625588532,2.8124423105439504
114,57.0,364.95,339.15,17.33333333333333,1.0132495713687668,0.21666666666666662,39.9377751452535,37.11438947941559,2.823385665837904
115,57.5,365.15,338.9,17.58333333333333,1.0132495713687668,0.2197916666666666,39.95966185584138,37.087031091180734,2.8726307646606486
116,58.0,365.54999999999995,339.15,18.0,1.0132495713687668,0.225,40.00343527701716,37.11438947941559,2.889045797601568
