,t(min),Te[C],Tc[C],P[mmHg],Q[W],alpha,beta,phase
0,00:00:00,33.0,33.0,360.0,80,90,0,1
1,00:00:05,33.0,33.0,360.0,80,90,0,1
2,00:00:10,33.0,33.0,360.0,80,90,0,1
3,00:00:15,33.0,33.0,360.0,80,90,0,1
4,00:00:20,33.0,33.0,360.0,80,90,0,1
5,00:00:25,33.2,33.0,360.0,80,90,0,1
6,00:00:30,33.0,33.0,360.0,80,90,0,1
7,00:00:35,33.2,33.0,360.0,80,90,0,1
8,00:00:40,33.0,33.0,360.0,80,90,0,1
9,00:00:45,33.2,33.0,360.0,80,90,0,1
10,00:00:50,33.2,33.0,360.0,80,90,0,1
11,00:00:55,33.0,33.0,360.0,80,90,0,1
12,00:01:00,33.0,33.0,360.0,80,90,0,1
13,00:01:05,33.4,33.0,360.0,80,90,0,1
14,00:01:10,33.6,33.0,360.0,80,90,0,1
15,00:01:15,33.6,33.0,360.0,80,90,0,1
16,00:01:20,33.8,33.0,360.0,80,90,0,1
17,00:01:25,34.0,33.0,360.0,80,90,0,1
18,00:01:30,34.0,33.25,360.0,80,90,0,1
19,00:01:35,34.4,33.0,360.0,80,90,0,1
20,00:01:40,34.4,33.0,360.0,80,90,0,1
21,00:01:45,34.8,33.0,360.0,80,90,0,1
22,00:01:50,34.8,33.25,360.0,80,90,0,1
23,00:01:55,34.6,33.25,360.0,80,90,0,1
24,00:02:00,35.2,33.0,360.0,80,90,0,1
25,00:02:05,35.2,33.25,360.0,80,90,0,1
26,00:02:10,35.4,33.25,360.0,80,90,0,1
27,00:02:15,35.8,33.25,360.0,80,90,0,1
28,00:02:20,36.2,33.25,360.0,80,90,0,1
29,00:02:25,36.2,33.25,360.0,80,90,0,1
30,00:02:30,36.4,33.25,360.0,80,90,0,1
31,00:02:35,36.8,33.25,360.0,80,90,0,1
32,00:02:40,37.2,33.75,360.0,80,90,0,1
33,00:02:45,37.2,33.75,360.0,80,90,0,1
34,00:02:50,37.4,34.0,360.0,80,90,0,1
35,00:02:55,38.0,33.75,360.0,80,90,0,1
36,00:03:00,38.4,34.0,360.0,80,90,0,1
37,00:03:05,38.2,34.0,360.0,80,90,0,1
38,00:03:10,38.8,34.0,360.0,80,90,0,1
39,00:03:15,39.0,34.0,360.0,80,90,0,1
40,00:03:20,39.2,34.0,360.0,80,90,0,1
41,00:03:25,40.0,34.0,360.0,80,90,0,1
42,00:03:30,39.6,34.0,360.0,80,90,0,1
43,00:03:35,40.4,34.0,360.0,80,90,0,1
44,00:03:40,40.6,34.5,360.0,80,90,0,1
45,00:03:45,40.8,34.25,360.0,80,90,0,1
46,00:03:50,41.6,35.0,360.0,80,90,0,1
47,00:03:55,41.6,35.0,360.0,80,90,0,1
48,00:04:00,42.0,35.0,360.0,80,90,0,1
49,00:04:05,42.2,35.0,360.0,80,90,0,1
50,00:04:10,42.4,35.0,360.0,80,90,0,1
51,00:04:15,43.0,35.0,360.0,80,90,0,1
52,00:04:20,43.4,35.0,360.0,80,90,0,1
53,00:04:25,43.6,35.5,360.0,80,90,0,1
54,00:04:30,43.6,35.5,360.0,80,90,0,1
55,00:04:35,44.0,35.75,360.0,80,90,0,1
56,00:04:40,44.4,35.75,360.0,80,90,0,1
57,00:04:45,44.6,35.75,360.0,80,90,0,1
58,00:04:50,45.2,35.75,360.0,80,90,0,1
59,00:04:55,45.2,35.75,360.0,80,90,0,1
60,00:05:00,45.4,36.25,360.0,80,90,0,1
61,00:05:05,46.0,36.5,360.0,80,90,0,1
62,00:05:10,46.2,36.5,360.0,80,90,0,1
63,00:05:15,46.6,36.5,360.0,80,90,0,1
64,00:05:20,47.2,36.75,360.0,80,90,0,1
65,00:05:25,47.4,36.75,360.0,80,90,0,1
66,00:05:30,47.6,36.75,360.0,80,90,0,1
67,00:05:35,47.8,37.0,360.0,80,90,0,1
68,00:05:40,48.4,36.75,360.0,80,90,0,1
69,00:05:45,48.8,37.25,360.0,80,90,0,1
70,00:05:50,49.2,37.25,360.0,80,90,0,1
71,00:05:55,49.2,37.5,360.0,80,90,0,1
72,00:06:00,49.6,37.5,360.0,80,90,0,1
73,00:06:05,50.2,37.5,360.0,80,90,0,1
74,00:06:10,50.2,37.75,360.0,80,90,0,1
75,00:06:15,50.6,38.25,360.0,80,90,0,1
76,00:06:20,50.8,38.25,360.0,80,90,0,1
77,00:06:25,51.4,38.25,360.0,80,90,0,1
78,00:06:30,51.6,38.5,360.0,80,90,0,1
79,00:06:35,51.8,38.5,360.0,80,90,0,1
80,00:06:40,52.6,38.5,360.0,80,90,0,1
81,00:06:45,52.4,38.75,360.0,80,90,0,1
82,00:06:50,52.8,39.25,360.0,80,90,0,1
83,00:06:55,53.6,39.25,360.0,80,90,0,1
84,00:07:00,53.4,39.25,360.0,80,90,0,1
85,00:07:05,53.2,39.25,360.0,80,90,0,1
86,00:07:10,54.0,39.25,360.0,80,90,0,1
87,00:07:15,54.4,39.5,360.0,80,90,0,1
88,00:07:20,54.4,39.5,360.0,80,90,0,1
89,00:07:25,54.8,39.75,360.0,80,90,0,1
