,t(min),Te[K],Tc[K],dT[K],P[bar],TR[K/W],GFE [KJ/mol],GFE_Tc [KJ/mol],dG[KJ/mol],Fluid,FR
48,24.0,353.4833333333333,326.9,26.58333333333333,0.9132578373521122,0.3322916666666666,-266.66347176665465,-246.60933260555265,-20.05413916110203,DI Water 60,60
49,24.5,354.15,327.15,27.0,0.9465884153576638,0.3375,-161.62093537085252,-149.29913597790315,-12.321799392949371,DI Water 60,60
50,25.0,355.15,327.65,27.5,0.9465884153576638,0.34375,-162.07729831133213,-149.52731744814295,-12.549980863189177,DI Water 60,60
51,25.5,355.15,329.15,26.0,0.9465884153576638,0.325,-162.07729831133213,-150.21186185886236,-11.865436452469766,DI Water 60,60
52,26.0,356.81666666666666,329.9,26.91666666666667,0.9465884153576638,0.3364583333333334,-162.8379032121315,-150.55413406422207,-12.283769147909425,DI Water 60,60
53,26.5,356.4833333333333,329.65,26.83333333333333,0.9799189933632152,0.3354166666666666,-60.12183064898197,-55.59631999655031,-4.525510652431663,DI Water 60,60
54,27.0,356.81666666666666,331.65,25.16666666666667,0.9799189933632152,0.3145833333333334,-60.17804817261467,-55.93362513834646,-4.244423034268216,DI Water 60,60
55,27.5,356.81666666666666,331.65,25.16666666666667,0.9799189933632152,0.3145833333333334,-60.17804817261467,-55.93362513834646,-4.244423034268216,DI Water 60,60
56,28.0,355.4833333333333,330.9,24.58333333333333,0.9799189933632152,0.3072916666666666,-59.95317807808389,-55.80713571017289,-4.146042367911001,DI Water 60,60
57,28.5,357.4833333333333,332.65,24.83333333333333,1.0132495713687668,0.3104166666666666,39.12067128330557,36.40307138530915,2.717599897996422,DI Water 60,60
58,29.0,356.81666666666666,331.9,24.91666666666667,1.0132495713687668,0.3114583333333334,39.04771558134594,36.32099622060456,2.7267193607413773,DI Water 60,60
59,29.5,356.81666666666666,333.4,23.41666666666667,1.0132495713687668,0.2927083333333334,39.04771558134594,36.48514655001374,2.5625690313322025,DI Water 60,60
60,30.0,357.4833333333333,333.65,23.83333333333333,1.0132495713687668,0.2979166666666666,39.12067128330557,36.5125049382486,2.608166345056972,DI Water 60,60
61,30.5,357.15,334.4,22.75,1.0132495713687668,0.284375,39.08419343232576,36.5945801029532,2.48961332937256,DI Water 60,60
62,31.0,357.81666666666666,334.4,23.41666666666667,1.0132495713687668,0.2927083333333334,39.15714913428539,36.5945801029532,2.5625690313321954,DI Water 60,60
63,31.5,359.15,336.4,22.75,1.0132495713687668,0.284375,39.30306053820466,36.8134472088321,2.48961332937256,DI Water 60,60
64,32.0,359.4833333333333,336.9,22.58333333333333,1.0132495713687668,0.2822916666666666,39.33953838918448,36.86816398530182,2.471374403882656,DI Water 60,60
65,32.5,360.4833333333333,338.9,21.58333333333333,1.062285517730534,0.2697916666666666,181.09046981485815,170.24798248718508,10.842487327673098,DI Water 60,60
66,33.0,360.15,340.65,19.5,1.062285517730534,0.24375,180.9230182731181,171.12710308132074,9.79591519179732,DI Water 60,60
67,33.5,360.15,342.4,17.75,1.1113214640923017,0.221875,316.0464507271726,300.4700950409105,15.576355686262104,DI Water 60,60
68,34.0,360.4833333333333,344.65,15.833333333333329,1.1113214640923017,0.1979166666666666,316.33896444898033,302.4445626631127,13.894401785867617,DI Water 60,60
69,34.5,361.4833333333333,343.65,17.83333333333333,1.1113214640923017,0.2229166666666666,317.2165056144036,301.5670214976895,15.649484116714063,DI Water 60,60
70,35.0,361.81666666666666,343.65,18.16666666666667,1.1113214640923017,0.2270833333333334,317.50901933621134,301.5670214976895,15.941997838521845,DI Water 60,60
71,35.5,362.4833333333333,345.4,17.08333333333333,1.1113214640923017,0.2135416666666666,318.0940467798268,303.1027185371801,14.99132824264666,DI Water 60,60
72,36.0,362.81666666666666,346.15,16.66666666666667,1.1113214640923017,0.2083333333333334,318.3865605016345,303.7608744112475,14.625686090386978,DI Water 60,60
73,36.5,362.81666666666666,346.4,16.41666666666667,1.1603574104540693,0.2052083333333333,448.6319422401923,428.3323206173989,20.29962162279338,DI Water 60,60
74,37.0,363.4833333333333,347.4,16.08333333333333,1.1603574104540693,0.2010416666666666,449.456292356854,429.56884579239136,19.887446564462607,DI Water 60,60
75,37.5,362.81666666666666,349.4,13.416666666666671,1.1603574104540693,0.1677083333333334,448.6319422401923,432.04189614237634,16.590046097815957,DI Water 60,60
76,38.0,364.4833333333333,346.9,17.58333333333333,1.1603574104540693,0.2197916666666666,450.6928175318464,428.9505832048952,21.742234326951237,DI Water 60,60
