,Te[K],Tc[K],dT[K],P[bar],Q[W],TR[K/W],alpha,beta,phase,GFE_Te[KJ/mol],GFE_Tc[KJ/mol],dG[KJ/mol]
0,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,306.0,0.09449111825230586,0.1492042384180314,0.0,0.0,0.0018650529802253925,0.0,0.0,0.0,1.3219117472064097,0.6941425096710535,1.0960713178617656
2,307.0,0.23779743280282967,0.33999299712676256,0.0,0.0,0.0042499124640845345,0.0,0.0,0.0,2.504049552126547,1.746887007499947,2.4976272549343443
3,308.0,0.2041241452319315,0.2483277404291897,0.0,0.0,0.00310409675536487,0.0,0.0,0.0,2.544768474923395,1.4995192043068664,1.824243845883854
4,309.0,0.14433756729741465,0.5267826876426389,0.0,0.0,0.006584783595532987,0.0,0.0,0.0,3.0584310735069455,1.0603201978849395,3.8698055818875043
5,310.0,0.0,0.20000000000000284,0.0,0.0,0.002500000000000037,0.0,0.0,0.0,1.46922276402222,0.0,1.4692227640223336
6,311.0,0.2500000000000047,0.33040379335998504,0.0,0.0,0.004130047416999811,0.0,0.0,0.0,2.813347403215371,1.8365284550276832,2.4271838726190795
7,312.0,0.0,0.282842712474618,0.0,0.0,0.003535533905932721,0.0,0.0,0.0,2.077794759027991,0.0,2.077794759027991
8,313.0,0.0,0.30550504633038966,0.0,0.0,0.00381881307912987,0.0,0.0,0.0,2.244274842961479,0.0,2.244274842961578
9,314.0,0.14433756729740643,0.14433756729740696,0.0,0.0,0.0018042195912175872,0.0,0.0,0.0,1.8967584323090212,1.0603201978849395,1.0603201978845973
10,315.0,0.1767766952966369,0.035355339059330394,0.0,0.0,0.00044194173824163677,0.0,0.0,0.0,1.0388973795138348,1.2986217243924945,0.25972434487882046
11,316.0,0.14433756729741465,0.028867513459479646,0.0,0.0,0.0003608439182435004,0.0,0.0,0.0,0.8482561583079516,1.0603201978846113,0.21206403957672432
12,317.0,0.28504385627478573,0.17102631376487148,0.0,0.0,0.002137828922060899,0.0,0.0,0.0,2.4141793495652752,2.0939646119180986,1.2563787671510065
13,318.0,0.20916500663351295,0.2524876234590504,0.0,0.0,0.0031560952932381376,0.0,0.0,0.0,1.0388973795136742,1.536549945914199,1.8548028200996194
14,319.0,0.43301270189221386,0.144337567297404,0.0,0.0,0.0018042195912175516,0.0,0.0,0.0,2.5091755545271335,3.1809605936541985,1.060320197884572
15,320.0,0.0,0.282842712474618,0.0,0.0,0.003535533905932721,0.0,0.0,0.0,2.077794759027348,0.0,2.077794759027348
16,321.0,0.0,0.30550504633039005,0.0,0.0,0.003818813079129876,0.0,0.0,0.0,2.2442748429614543,0.0,2.2442748429614294
17,322.0,0.0,0.4123105625617681,0.0,0.0,0.0051538820320221074,0.0,0.0,0.0,3.0288803218130247,0.0,3.028880321812958
19,324.0,0.125,0.23935677693908528,0.0,0.0,0.002991959711738574,0.0,0.0,0.0,2.509175554527222,0.9182642275139111,1.7583421270095165
20,325.0,0.24999999999999525,0.17078251276599332,0.0,0.0,0.002134781409574905,0.0,0.0,0.0,2.5091755545271885,1.8365284550279486,1.2545877772636327
21,326.0,0.288675134594817,0.2081665999466164,0.019243418183751033,0.0,0.002602082499332702,0.0,0.0,0.0,119.73223634551069,114.18166714253256,5.702796964262526
22,327.0,0.0,0.23094010767585346,0.0,0.0,0.0028867513459481893,0.0,0.0,0.0,1.547597710292157,0.0,1.547597710292191
23,328.0,0.25,0.05000000000000071,0.0,0.0,0.0006250000000000144,0.0,0.0,0.0,1.3402589319517801,1.6753236649398104,0.3350647329880303
24,329.0,0.2041241452319257,0.24832774042918987,0.0,0.0,0.003104096755364867,0.0,0.0,0.0,2.3213965654387003,1.3678960443707244,1.6641173608083606
25,330.0,0.12499999999999525,0.2358495283014164,0.0,0.0,0.002948119103767704,0.0,0.0,0.0,2.188633670993134,0.8376618324700758,1.580497184513057
26,331.0,0.3227486121839587,0.1936491673103713,0.0,0.0,0.0024206145913796538,0.0,0.0,0.0,2.288927881558497,2.162833551273147,1.2977001307640763
27,332.0,0.0,0.282842712474618,0.0,0.0,0.003535533905932731,0.0,0.0,0.0,1.8954123586582081,0.0,1.8954123586580474
28,333.0,0.2091650066335257,0.45689167206242887,0.0,0.0,0.005711145900780341,0.0,0.0,0.0,2.507394866463505,1.4016763419617995,3.0617657220806747
29,334.0,0.17677669529663437,0.13874436925511874,0.0,0.0,0.0017343046156889687,0.0,0.0,0.0,1.8104147816287075,1.0788517283124421,0.8467439801008299
30,335.0,0.0,0.20000000000000284,0.0,0.0,0.002500000000000023,0.0,0.0,0.0,1.2205813967752874,0.0,1.2205813967752874
31,336.0,0.1767766952966369,0.2669269563007838,0.0,0.0,0.003336586953759795,0.0,0.0,0.0,2.2834986997017066,1.078851728312593,1.6290303857929795
