,Te[K],Tc[K],dT[K],P[bar],Q[W],TR[K/W],alpha,beta,phase,GFE_Te[KJ/mol],GFE_Tc[KJ/mol],dG[KJ/mol]
0,305.0,305.15,0.20000000000000284,0.4132991672688391,80.0,0.0025000000000000356,90.0,0.0,1.0,-2243.1358549710762,-2241.666632207054,-1.4692227640221063
1,306.0,305.3642857142857,0.6142857142857139,0.4132991672688391,80.0,0.0076785714285714235,90.0,0.0,1.0,-2247.7534122294323,-2243.2407994542205,-4.512612775211567
2,307.0,305.57857142857137,1.3142857142857147,0.4132991672688391,80.0,0.016428571428571435,90.0,0.0,1.0,-2254.469859150677,-2244.814966701387,-9.654892449289491
3,308.0,306.15,1.9000000000000021,0.4132991672688391,80.0,0.023750000000000028,90.0,0.0,1.0,-2262.9703622853776,-2249.0127460271656,-13.957616258211942
4,309.0,306.31666666666666,2.7000000000000006,0.4132991672688391,80.0,0.03375000000000001,90.0,0.0,1.0,-2270.0716056448186,-2250.2370983305177,-19.83450731430109
5,310.0,306.4,3.75,0.4132991672688391,80.0,0.046875,90.0,0.0,1.0,-2278.3972013076122,-2250.849274482194,-27.54792682541817
6,311.0,306.525,4.525,0.4132991672688391,80.0,0.0565625,90.0,0.0,1.0,-2285.0087037457124,-2251.767538709708,-33.24116503600476
7,312.0,306.9,4.849999999999998,0.4132991672688391,80.0,0.06062499999999997,90.0,0.0,1.0,-2290.1509834197905,-2254.5223313922493,-35.62865202754119
8,313.0,307.15,5.666666666666667,0.4132991672688391,80.0,0.07083333333333333,90.0,0.0,1.0,-2297.9868381612428,-2256.358859847277,-41.62797831396574
9,314.0,307.275,6.775,0.4132991672688391,80.0,0.0846875,90.0,0.0,1.0,-2307.047045206047,-2257.277124074791,-49.76992113125618
10,315.0,307.775,7.074999999999999,0.4132991672688391,80.0,0.0884375,90.0,0.0,1.0,-2312.9239362621365,-2260.950180984847,-51.97375527728968
11,316.0,307.9833333333333,7.633333333333333,0.4132991672688391,80.0,0.09541666666666666,90.0,0.0,1.0,-2318.5559568575554,-2262.4806213640372,-56.075335493518345
12,317.0,308.55,8.440000000000001,0.4132991672688391,80.0,0.10550000000000001,90.0,0.0,1.0,-2328.644619837175,-2266.643419195433,-62.001200641741704
13,318.0,308.95,8.999999999999998,0.4132991672688391,80.0,0.11249999999999998,90.0,0.0,1.0,-2335.6968891044826,-2269.5818647234782,-66.11502438100452
14,319.0,309.525,9.375,0.4132991672688391,80.0,0.1171875,90.0,0.0,1.0,-2342.6756972335884,-2273.805880170042,-68.86981706354618
15,320.0,310.15,9.8,0.4132991672688391,80.0,0.12250000000000001,90.0,0.0,1.0,-2350.3891167447055,-2278.397201307612,-71.99191543709367
16,321.0,310.4,10.483333333333333,0.4132991672688391,80.0,0.13104166666666664,90.0,0.0,1.0,-2357.2454896434765,-2280.23372976264,-77.01175988083651
17,322.0,310.65,11.350000000000001,0.4132991672688391,80.0,0.14187500000000003,90.0,0.0,1.0,-2365.4486500759344,-2282.0702582176677,-83.3783918582667
18,323.0,311.15,12.200000000000003,0.4132991672688391,80.0,0.15250000000000002,90.0,0.0,1.0,-2375.365903733085,-2285.7433151277237,-89.62258860536122
19,324.0,311.2125,12.6875,0.4132991672688391,80.0,0.15859375,90.0,0.0,1.0,-2379.4062663341465,-2286.2024472414805,-93.20381909266575
20,325.0,311.525,13.375,0.4132991672688391,80.0,0.1671875,90.0,0.0,1.0,-2386.752380154258,-2288.4981078102655,-98.25427234399262
21,326.0,312.2333333333333,13.783333333333333,0.43551955260587344,80.0,0.17229166666666665,90.0,0.0,1.0,-2254.750361154266,-2159.4072679702845,-95.3430931839818
22,327.0,312.4,14.683333333333332,0.44662974527439064,80.0,0.18354166666666663,90.0,0.0,1.0,-2191.8817949631652,-2093.484451709023,-98.39734325414263
23,328.0,312.9,15.049999999999999,0.44662974527439064,80.0,0.188125,90.0,0.0,1.0,-2197.6895836682907,-2096.8350990389026,-100.85448462938803
24,329.0,313.4,15.45,0.44662974527439064,80.0,0.193125,90.0,0.0,1.0,-2203.7207488620743,-2100.185746368783,-103.5350024932917
25,330.0,313.7125,16.237499999999997,0.44662974527439064,80.0,0.20296874999999998,90.0,0.0,1.0,-2211.092172987811,-2102.2799009499577,-108.81227203785306
26,331.0,314.275,16.725,0.44662974527439064,80.0,0.20906249999999998,90.0,0.0,1.0,-2218.1285323805587,-2106.0493791960726,-112.0791531844859
27,332.0,314.65,17.3,0.44662974527439064,80.0,0.21625,90.0,0.0,1.0,-2224.4947623073303,-2108.562364693483,-115.9323976138478
28,333.0,315.1,17.85,0.44662974527439064,80.0,0.22312500000000002,90.0,0.0,1.0,-2231.1960569670905,-2111.577947290375,-119.61810967671582
29,334.0,315.65,18.339999999999996,0.4799603232799422,80.0,0.22925,90.0,0.0,1.0,-2038.3099035450807,-1926.3825894607762,-111.92731408430413
30,335.0,315.65,19.5,0.47996032327994226,80.0,0.24375,90.0,0.0,1.0,-2045.389275646378,-1926.3825894607764,-119.00668618560144
31,336.0,316.15,19.8,0.4799603232799422,80.0,0.2475,90.0,0.0,1.0,-2050.2716012334795,-1929.4340429527147,-120.83755828076468
32,337.0,316.4625,20.7875,0.4799603232799422,80.0,0.25984375000000004,90.0,0.0,1.0,-2058.2053803125195,-1931.3412013851764,-126.86417892734323
33,338.0,317.025,20.825000000000003,0.4799603232799422,80.0,0.26031250000000006,90.0,0.0,1.0,-2061.8671245028454,-1934.7740865636072,-127.09303793923846
34,339.0,317.57857142857137,21.485714285714288,0.4799603232799422,80.0,0.26857142857142857,90.0,0.0,1.0,-2069.2777972689823,-1938.1524815011105,-131.12531576787163
35,340.0,318.0875,22.0625,0.4799603232799422,80.0,0.27578125,90.0,0.0,1.0,-2075.903810565763,-1941.2584252339766,-134.64538533178643
36,341.0,319.0875,22.0625,0.4799603232799422,80.0,0.27578125,90.0,0.0,1.0,-2082.00671754964,-1947.3613322178535,-134.64538533178666
37,342.0,319.525,22.458333333333332,0.49107051594845935,80.0,0.2807291666666667,90.0,0.0,1.0,-2023.3929878114686,-1890.5322945977662,-132.86069321370258
38,343.0,320.4,22.55,0.5132909012854937,80.0,0.28187500000000004,90.0,0.0,1.0,-1901.5585757481374,-1776.5253467552213,-125.033228992916
39,344.0,320.9,22.93,0.5132909012854937,80.0,0.286625,90.0,0.0,1.0,-1906.437921269812,-1779.2977021652637,-127.14021910454821
40,345.0,321.9,23.125,0.5132909012854937,80.0,0.2890625,90.0,0.0,1.0,-1913.0638506998137,-1784.8424129853488,-128.2214377144648
41,346.0,322.5428571428571,23.464285714285715,0.5418599681473951,80.0,0.29330357142857144,90.0,0.0,1.0,-1763.3458912440535,-1643.7680383495858,-119.57785289446782
42,347.0,323.275,23.574999999999996,0.5466214792910453,80.0,0.29468749999999994,90.0,0.0,1.0,-1741.7576638493128,-1623.372376476536,-118.3852873727767
43,348.0,323.925,23.925,0.5466214792910453,80.0,0.2990625,90.0,0.0,1.0,-1746.779309124934,-1626.63644590569,-120.14286321924405
44,349.0,324.9,24.1,0.5799520572965968,80.0,0.30125,90.0,0.0,1.0,-1580.8126006099155,-1471.6504697368523,-109.16213087306312
45,350.0,325.4555555555555,24.405555555555555,0.5799520572965968,80.0,0.30506944444444445,90.0,0.0,1.0,-1584.7130455811753,-1474.1668858473427,-110.54615973383255
46,351.0,326.5875,24.2625,0.5799520572965968,80.0,0.30328125,90.0,0.0,1.0,-1589.1922662578477,-1479.2940836724663,-109.89818258538136
47,352.0,329.4555555555555,22.538888888888884,0.6355030206391827,80.0,0.2817361111111111,90.0,0.0,1.0,-1338.9782175303437,-1249.7571860239934,-89.22103150635034
48,353.0,335.228947368421,17.752631578947366,0.7062574055281605,80.0,0.22190789473684208,90.0,0.0,1.0,-1037.4461274667744,-979.5637462538244,-57.88238121294987
49,354.0,335.7375,18.2425,0.7166074271193581,80.0,0.22803125,90.0,0.0,1.0,-999.4620602215539,-942.7439682529391,-56.718091968614694
50,355.0,335.9462962962963,19.04074074074074,0.7231500961352627,80.0,0.23800925925925925,90.0,0.0,1.0,-970.5836697706217,-915.1097010048517,-55.47396876576991
51,356.0,338.275,17.725,0.7749359386290734,80.0,0.22156249999999997,90.0,0.0,1.0,-760.6474309749043,-721.0260525788328,-39.62137839607144
52,357.0,343.8,13.110000000000003,0.8732611437454503,80.0,0.16387500000000002,90.0,0.0,1.0,-403.31175666968045,-388.1740655382971,-15.137691131383372
53,358.0,343.9384615384615,13.919230769230769,0.9004383842730539,80.0,0.1739903846153846,90.0,0.0,1.0,-312.49050758854355,-300.1757955671793,-12.314712021364231
54,359.0,345.28333333333336,13.586666666666668,0.9310341456217397,80.0,0.16983333333333336,90.0,0.0,1.0,-213.64940861559217,-205.552526704864,-8.096881910728161
55,360.0,347.2235294117647,12.749999999999996,0.9720765044207326,80.0,0.159375,90.0,0.0,1.0,-85.06429776865511,-81.98484223735016,-3.079455531304928
56,361.0,349.025,12.175,0.9915846956651583,80.0,0.1521875,90.0,0.0,1.0,-25.763746478773054,-24.87766793289702,-0.8860785458760354
57,362.0,350.6604166666666,11.264583333333334,1.0063057009509435,80.0,0.1408072916666667,90.0,0.0,1.0,18.653528562545237,18.15483668370883,0.49869187883640925
58,363.0,351.9185185185185,11.075925925925926,1.0241464483380485,80.0,0.13844907407407409,90.0,0.0,1.0,71.44123386529296,69.230845362885,2.2103885024079535
59,364.0,353.9255102040816,9.942857142857141,1.0602840505320947,80.0,0.12428571428571426,90.0,0.0,1.0,176.9604897233159,172.1464733309193,4.814016392396569
60,365.0,355.99782608695654,9.017391304347825,1.0857374920774665,80.0,0.11271739130434781,90.0,0.0,1.0,248.90483069955803,242.73346135700945,6.171369342548556
61,366.0,356.24285714285713,9.65,1.1127224911312095,80.0,0.120625,90.0,0.0,1.0,324.8415298515685,316.2732549168544,8.568274934714093
62,367.0,356.4833333333333,10.066666666666672,1.1194941218192629,80.0,0.1258333333333334,90.0,0.0,1.0,343.5936456371506,334.1524499557022,9.44119568144842
