,t(min),Te[C],Tc[C],P[mmHg],Q[W],alpha,beta,phase
0,00:00:00,31.0,31.0,310.0,100,90,0,1
1,00:00:05,31.0,31.0,310.0,100,90,0,1
2,00:00:10,31.2,31.0,310.0,100,90,0,1
3,00:00:15,31.2,31.0,310.0,100,90,0,1
4,00:00:20,31.2,31.0,310.0,100,90,0,1
5,00:00:25,31.2,31.0,310.0,100,90,0,1
6,00:00:30,31.2,31.0,310.0,100,90,0,1
7,00:00:35,31.2,31.0,310.0,100,90,0,1
8,00:00:40,31.2,31.0,310.0,100,90,0,1
9,00:00:45,31.4,31.0,310.0,100,90,0,1
10,00:00:50,31.2,31.0,310.0,100,90,0,1
11,00:00:55,31.4,31.25,310.0,100,90,0,1
12,00:01:00,31.6,31.25,310.0,100,90,0,1
13,00:01:05,31.6,31.25,310.0,100,90,0,1
14,00:01:10,31.8,31.5,310.0,100,90,0,1
15,00:01:15,31.8,31.5,310.0,100,90,0,1
16,00:01:20,32.0,31.5,310.0,100,90,0,1
17,00:01:25,32.4,31.5,310.0,100,90,0,1
18,00:01:30,32.4,31.5,310.0,100,90,0,1
19,00:01:35,32.8,31.5,310.0,100,90,0,1
20,00:01:40,32.6,31.5,310.0,100,90,0,1
21,00:01:45,33.0,31.5,310.0,100,90,0,1
22,00:01:50,33.4,31.75,310.0,100,90,0,1
23,00:01:55,33.4,31.75,310.0,100,90,0,1
24,00:02:00,34.0,31.75,310.0,100,90,0,1
25,00:02:05,34.2,31.75,310.0,100,90,0,1
26,00:02:10,34.8,32.0,310.0,100,90,0,1
27,00:02:15,34.8,32.0,310.0,100,90,0,1
28,00:02:20,35.0,32.0,310.0,100,90,0,1
29,00:02:25,35.2,32.25,310.0,100,90,0,1
30,00:02:30,35.6,32.25,310.0,100,90,0,1
31,00:02:35,36.0,32.0,310.0,100,90,0,1
32,00:02:40,36.4,32.0,310.0,100,90,0,1
33,00:02:45,36.4,32.25,310.0,100,90,0,1
34,00:02:50,37.0,32.25,310.0,100,90,0,1
35,00:02:55,37.4,32.25,310.0,100,90,0,1
36,00:03:00,37.8,32.5,310.0,100,90,0,1
37,00:03:05,38.2,32.5,310.0,100,90,0,1
38,00:03:10,38.4,32.5,310.0,100,90,0,1
39,00:03:15,38.8,32.75,310.0,100,90,0,1
40,00:03:20,39.0,32.75,310.0,100,90,0,1
41,00:03:25,39.4,32.75,310.0,100,90,0,1
42,00:03:30,39.8,33.0,310.0,100,90,0,1
43,00:03:35,40.2,33.0,310.0,100,90,0,1
44,00:03:40,40.8,33.0,310.0,100,90,0,1
45,00:03:45,41.0,33.0,310.0,100,90,0,1
46,00:03:50,41.2,33.5,310.0,100,90,0,1
47,00:03:55,41.8,33.25,310.0,100,90,0,1
48,00:04:00,42.4,33.5,310.0,100,90,0,1
49,00:04:05,42.6,34.0,310.0,100,90,0,1
50,00:04:10,43.2,34.0,310.0,100,90,0,1
51,00:04:15,43.4,34.25,310.0,100,90,0,1
52,00:04:20,44.0,34.0,310.0,100,90,0,1
53,00:04:25,44.2,34.25,310.0,100,90,0,1
54,00:04:30,44.4,34.25,310.0,100,90,0,1
55,00:04:35,45.2,34.25,310.0,100,90,0,1
56,00:04:40,45.0,34.5,310.0,100,90,0,1
57,00:04:45,45.8,34.25,310.0,100,90,0,1
58,00:04:50,45.8,34.75,310.0,100,90,0,1
59,00:04:55,46.4,35.0,310.0,100,90,0,1
60,00:05:00,46.6,35.25,310.0,100,90,0,1
61,00:05:05,47.2,35.25,310.0,100,90,0,1
62,00:05:10,47.6,35.5,310.0,100,90,0,1
63,00:05:15,47.8,35.75,310.0,100,90,0,1
64,00:05:20,48.2,36.0,310.0,100,90,0,1
65,00:05:25,48.4,36.0,310.0,100,90,0,1
66,00:05:30,49.0,36.0,310.0,100,90,0,1
67,00:05:35,49.6,36.25,310.0,100,90,0,1
68,00:05:40,50.0,36.25,385.0,100,90,0,1
69,00:05:45,50.2,36.25,385.0,100,90,0,1
70,00:05:50,50.4,36.25,385.0,100,90,0,1
71,00:05:55,50.8,36.75,385.0,100,90,0,1
72,00:06:00,51.2,37.0,385.0,100,90,0,1
73,00:06:05,51.4,37.0,385.0,100,90,0,1
74,00:06:10,52.0,37.0,385.0,100,90,0,1
75,00:06:15,52.2,37.25,385.0,100,90,0,1
76,00:06:20,52.8,37.25,385.0,100,90,0,1
77,00:06:25,53.4,37.5,385.0,100,90,0,1
78,00:06:30,53.6,37.75,385.0,100,90,0,1
79,00:06:35,54.0,38.0,385.0,100,90,0,1
80,00:06:40,54.2,38.0,385.0,100,90,0,1
81,00:06:45,54.0,38.25,385.0,100,90,0,1
82,00:06:50,55.0,38.0,385.0,100,90,0,1
83,00:06:55,55.2,38.25,385.0,100,90,0,1
84,00:07:00,55.4,38.75,385.0,100,90,0,1
85,00:07:05,55.8,38.75,385.0,100,90,0,1
86,00:07:10,56.2,39.25,385.0,100,90,0,1
87,00:07:15,56.4,39.0,385.0,100,90,0,1
88,00:07:20,56.8,39.5,385.0,100,90,0,1
89,00:07:25,57.0,39.5,385.0,100,90,0,1
90,00:07:30,57.4,39.5,385.0,100,90,0,1
91,00:07:35,58.0,40.25,385.0,100,90,0,1
92,00:07:40,58.2,40.25,435.0,100,90,0,1
93,00:07:45,58.6,40.25,435.0,100,90,0,1
94,00:07:50,58.8,40.5,435.0,100,90,0,1
95,00:07:55,58.8,40.75,435.0,100,90,0,1
96,00:08:00,59.6,40.75,435.0,100,90,0,1
97,00:08:05,59.8,41.0,460.0,100,90,0,1
98,00:08:10,60.4,41.0,460.0,100,90,0,1
99,00:08:15,60.8,41.0,460.0,100,90,0,1
100,00:08:20,60.6,41.25,460.0,100,90,0,1
101,00:08:25,60.8,41.25,460.0,100,90,0,1
102,00:08:30,61.6,41.25,460.0,100,90,0,1
103,00:08:35,61.6,41.5,460.0,100,90,0,1
104,00:08:40,61.8,41.25,460.0,100,90,0,1
105,00:08:45,62.2,42.0,460.0,100,90,0,1
106,00:08:50,62.6,42.25,460.0,100,90,0,1
107,00:08:55,63.2,42.25,460.0,100,90,0,1
108,00:09:00,63.4,42.5,460.0,100,90,0,1
109,00:09:05,63.6,42.5,460.0,100,90,0,1
110,00:09:10,63.6,42.5,460.0,100,90,0,1
111,00:09:15,64.2,42.5,460.0,100,90,0,1
112,00:09:20,64.2,43.0,485.0,100,90,0,1
