,Te[K],Tc[K],dT[K],P[bar],Q[W],TR[K/W],alpha,beta,phase,GFE_Te[KJ/mol],GFE_Tc[KJ/mol],dG[KJ/mol]
0,310.15,303.9,6.25,0.4132991672688391,40.0,0.15625,90.0,0.0,1.0,-2278.397201307612,-2232.4839899319145,-45.9132113756973
1,310.4,303.9,6.5,0.4132991672688391,40.0,0.1625,90.0,0.0,1.0,-2280.23372976264,-2232.4839899319145,-47.7497398307255
2,310.65,303.9,6.75,0.4132991672688391,40.0,0.16875,90.0,0.0,1.0,-2282.0702582176677,-2232.4839899319145,-49.58626828575325
3,310.9,303.9,7.0,0.4132991672688391,40.0,0.175,90.0,0.0,1.0,-2283.906786672696,-2232.4839899319145,-51.42279674078145
4,311.4,304.3375,7.0625,0.4132991672688391,40.0,0.1765625,90.0,0.0,1.0,-2287.5798435827514,-2235.697914728213,-51.88192885453816
5,311.65,304.65,7.0,0.4132991672688391,40.0,0.175,90.0,0.0,1.0,-2289.416372037779,-2237.993575296998,-51.422796740780996
6,312.15,304.65,7.5,0.4132991672688391,40.0,0.1875,90.0,0.0,1.0,-2293.089428947835,-2237.993575296998,-55.09585365083694
7,312.4,304.775,7.625,0.4132991672688391,40.0,0.190625,90.0,0.0,1.0,-2294.9259574028633,-2238.9118395245123,-56.014117878351044
8,312.9,304.9,8.0,0.4132991672688391,40.0,0.2,90.0,0.0,1.0,-2298.599014312919,-2239.8301037520264,-58.76891056089244
9,313.15,304.9,8.25,0.4132991672688391,40.0,0.20625,90.0,0.0,1.0,-2300.4355427679466,-2239.8301037520264,-60.60543901592018
10,313.4,304.9,8.5,0.4132991672688391,40.0,0.2125,90.0,0.0,1.0,-2302.272071222975,-2239.8301037520264,-62.441967470948384
11,313.9,304.9,9.0,0.4132991672688391,40.0,0.225,90.0,0.0,1.0,-2305.9451281330307,-2239.8301037520264,-66.11502438100433
12,314.15,305.06666666666666,9.083333333333334,0.4132991672688391,40.0,0.22708333333333333,90.0,0.0,1.0,-2307.7816565880585,-2241.0544560553785,-66.72720053268024
13,314.4,305.4,9.0,0.4132991672688391,40.0,0.225,90.0,0.0,1.0,-2309.618185043086,-2243.503160662082,-66.11502438100433
14,314.65,305.4,9.25,0.4132991672688391,40.0,0.23125,90.0,0.0,1.0,-2311.454713498114,-2243.503160662082,-67.95155283603208
15,314.9,305.525,9.375,0.4132991672688391,40.0,0.234375,90.0,0.0,1.0,-2313.291241953142,-2244.421424889596,-68.8698170635464
16,315.15,305.525,9.625,0.4132991672688391,40.0,0.24062499999999998,90.0,0.0,1.0,-2315.12777040817,-2244.421424889596,-70.70634551857415
17,315.65,305.65,10.0,0.4132991672688391,40.0,0.25,90.0,0.0,1.0,-2318.800827318226,-2245.3396891171096,-73.46113820111623
18,315.9,305.65,10.25,0.4132991672688391,40.0,0.25625,90.0,0.0,1.0,-2320.6373557732536,-2245.3396891171096,-75.29766665614397
19,316.15,305.65,10.5,0.4132991672688391,40.0,0.2625,90.0,0.0,1.0,-2322.4738842282813,-2245.3396891171096,-77.13419511117172
20,316.4,305.81666666666666,10.583333333333334,0.4132991672688391,40.0,0.26458333333333334,90.0,0.0,1.0,-2324.3104126833096,-2246.5640414204618,-77.74637126284779
21,316.65,306.025,10.625,0.4132991672688391,40.0,0.265625,90.0,0.0,1.0,-2326.1469411383373,-2248.0944817996515,-78.0524593386856
22,316.9,306.4,10.5,0.4132991672688391,40.0,0.2625,90.0,0.0,1.0,-2327.9834695933655,-2250.849274482194,-77.13419511117172
23,317.15,306.4,10.75,0.4132991672688391,40.0,0.26875,90.0,0.0,1.0,-2329.819998048393,-2250.849274482194,-78.97072356619901
24,317.4,306.4,11.0,0.4132991672688391,40.0,0.275,90.0,0.0,1.0,-2331.656526503421,-2250.849274482194,-80.80725202122721
25,317.65,306.4,11.25,0.44662974527439064,40.0,0.28125,90.0,0.0,1.0,-2128.666248672763,-2053.276683750463,-75.3895649223
26,318.15,306.65,11.5,0.44662974527439064,40.0,0.2875,90.0,0.0,1.0,-2132.0168960026426,-2054.952007415403,-77.0648885872397
27,318.65,307.025,11.625,0.44662974527439064,40.0,0.290625,90.0,0.0,1.0,-2135.3675433325225,-2057.4649929128127,-77.90255041970977
28,318.9,307.15,11.75,0.44662974527439064,40.0,0.29375,90.0,0.0,1.0,-2137.0428669974626,-2058.302654745283,-78.74021225217984
29,319.15,307.2125,11.9375,0.44662974527439064,40.0,0.2984375,90.0,0.0,1.0,-2138.718190662403,-2058.721485661518,-79.99670500088496
30,319.4,307.4,12.0,0.44662974527439064,40.0,0.3,90.0,0.0,1.0,-2140.393514327343,-2059.977978410223,-80.41553591712
31,319.65,307.56666666666666,12.083333333333334,0.44662974527439064,40.0,0.3020833333333333,90.0,0.0,1.0,-2142.0688379922826,-2061.094860853516,-80.97397713876656
32,319.9,307.7333333333333,12.166666666666666,0.44662974527439064,40.0,0.3041666666666667,90.0,0.0,1.0,-2143.744161657223,-2062.2117432968093,-81.53241836041343
33,320.15,307.9,12.25,0.44662974527439064,40.0,0.30625,90.0,0.0,1.0,-2145.4194853221625,-2063.328625740103,-82.0908595820597
34,320.4,307.9,12.5,0.44662974527439064,40.0,0.3125,90.0,0.0,1.0,-2147.0948089871026,-2063.328625740103,-83.76618324699984
35,320.65,308.15,12.5,0.44662974527439064,40.0,0.3125,90.0,0.0,1.0,-2148.770132652043,-2065.003949405043,-83.76618324699984
36,320.9,308.15,12.75,0.44662974527439064,40.0,0.31875,90.0,0.0,1.0,-2150.445456316983,-2065.003949405043,-85.44150691194
37,321.15,308.15,13.0,0.44662974527439064,40.0,0.325,90.0,0.0,1.0,-2152.1207799819226,-2065.003949405043,-87.11683057687969
38,321.4,308.15,13.25,0.44662974527439064,40.0,0.33125,90.0,0.0,1.0,-2153.796103646863,-2065.003949405043,-88.79215424181984
39,321.65,308.55625,13.09375,0.44662974527439064,40.0,0.32734375,90.0,0.0,1.0,-2155.4714273118025,-2067.7263503605704,-87.74507695123219
40,322.15,308.65,13.5,0.44662974527439064,40.0,0.3375,90.0,0.0,1.0,-2158.822074641683,-2068.354596734923,-90.46747790676
41,322.4,308.9,13.5,0.44662974527439064,40.0,0.3375,90.0,0.0,1.0,-2160.497398306623,-2070.029920399863,-90.46747790676
42,322.65,308.9,13.75,0.44662974527439064,40.0,0.34375,90.0,0.0,1.0,-2162.1727219715626,-2070.029920399863,-92.14280157169969
43,322.9,308.9,14.0,0.44662974527439064,40.0,0.35,90.0,0.0,1.0,-2163.848045636503,-2070.029920399863,-93.81812523663984
44,323.15,308.9,14.25,0.44662974527439064,40.0,0.35625,90.0,0.0,1.0,-2165.5233693014425,-2070.029920399863,-95.49344890157954
45,323.4,309.15,14.25,0.44662974527439064,40.0,0.35625,90.0,0.0,1.0,-2167.1986929663826,-2071.7052440648026,-95.49344890158
46,323.65,309.2571428571428,14.392857142857142,0.4704373009926418,40.0,0.35982142857142857,90.0,0.0,1.0,-2030.5396085602297,-1940.2436765163377,-90.29593204389195
47,323.9,309.275,14.625,0.4799603232799422,40.0,0.365625,90.0,0.0,1.0,-1976.7315720777617,-1887.4765574385606,-89.25501463920125
48,324.15,309.4,14.75,0.4799603232799422,40.0,0.36875,90.0,0.0,1.0,-1978.257298823731,-1888.2394208115452,-90.01787801218575
49,324.4,309.65,14.75,0.4799603232799422,40.0,0.36875,90.0,0.0,1.0,-1979.7830255697002,-1889.7651475575144,-90.0178780121858
50,324.9,309.9,15.0,0.47996032327994226,40.0,0.375,90.0,0.0,1.0,-1982.8344790616386,-1891.2908743034834,-91.5436047581552
51,325.15,309.9,15.25,0.4799603232799422,40.0,0.38125,90.0,0.0,1.0,-1984.3602058076078,-1891.2908743034834,-93.06933150412442
52,325.4,309.9,15.5,0.47996032327994226,40.0,0.3875,90.0,0.0,1.0,-1985.885932553577,-1891.2908743034834,-94.59505825009364
53,325.65,309.9,15.75,0.4799603232799422,40.0,0.39375,90.0,0.0,1.0,-1987.4116592995465,-1891.2908743034834,-96.1207849960631
54,326.4,309.9,16.5,0.4799603232799422,40.0,0.4125,90.0,0.0,1.0,-1991.988839537454,-1891.2908743034834,-100.69796523397054
55,326.65,310.525,16.125,0.4799603232799422,40.0,0.403125,90.0,0.0,1.0,-1993.5145662834234,-1895.1051911684067,-98.4093751150167
56,326.9,310.49375,16.40625,0.4799603232799422,40.0,0.41015625,90.0,0.0,1.0,-1995.0402930293926,-1894.9144753251605,-100.1258177042321
57,327.15,310.8,16.35,0.4799603232799422,40.0,0.40875000000000006,90.0,0.0,1.0,-1996.5660197753618,-1896.7834905889729,-99.78252918638887
58,327.4,310.65,16.75,0.4799603232799422,40.0,0.41875,90.0,0.0,1.0,-1998.0917465213313,-1895.8680545413913,-102.22369197993999
59,327.65,311.15,16.5,0.4799603232799422,40.0,0.4125,90.0,0.0,1.0,-1999.6174732673003,-1898.91950803333,-100.69796523397031
60,327.9,311.3583333333333,16.541666666666668,0.47996032327994226,40.0,0.41354166666666664,90.0,0.0,1.0,-2001.1432000132693,-1900.1909469883042,-100.95225302496537
61,328.15,311.4,16.75,0.4799603232799422,40.0,0.41875,90.0,0.0,1.0,-2002.6689267592387,-1900.445234779299,-102.22369197993976
62,328.4,311.4,17.0,0.4799603232799422,40.0,0.425,90.0,0.0,1.0,-2004.1946535052082,-1900.445234779299,-103.74941872590921
