,Te[K],Tc[K],dT[K],P[bar],Q[W],TR[K/W],alpha,beta,phase,GFE_Te[KJ/mol],GFE_Tc[KJ/mol],dG[KJ/mol]
1,310.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,311.4,0.23935677693908453,0.23935677693908453,0.0,0.0,0.005983919423477113,0.0,0.0,0.0,0.0,1.7583421270094513,1.7583421270096697
5,311.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,312.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,312.4,0.1767766952966369,0.1767766952966369,0.0,0.0,0.004419417382415916,0.0,0.0,0.0,0.0,1.2986217243924945,1.2986217243924945
9,313.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,313.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,314.15,0.14433756729740232,0.14433756729740657,0.0,0.0,0.0036084391824351765,0.0,0.0,0.0,0.0,1.06032019788448,1.060320197884676
14,314.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,314.9,0.1767766952966369,0.1767766952966369,0.0,0.0,0.004419417382415906,0.0,0.0,0.0,0.0,1.2986217243920122,1.298621724392173
16,315.15,0.1767766952966369,0.1767766952966369,0.0,0.0,0.004419417382415916,0.0,0.0,0.0,0.0,1.2986217243920122,1.298621724392173
17,315.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,316.4,0.14433756729741465,0.14433756729740618,0.0,0.0,0.0036084391824351483,0.0,0.0,0.0,0.0,1.0603201978849395,1.0603201978849395
21,316.65,0.1767766952966369,0.1767766952966369,0.0,0.0,0.004419417382415906,0.0,0.0,0.0,0.0,1.2986217243923337,1.298621724392173
22,316.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,317.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,317.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,318.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,318.65,0.1767766952966369,0.1767766952966369,0.0,0.0,0.004419417382415926,0.0,0.0,0.0,0.0,1.1846327241614805,1.1846327241614805
29,319.15,0.125,0.125,0.0,0.0,0.003124999999999998,0.0,0.0,0.0,0.0,0.8376618324700758,0.8376618324700758
30,319.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,319.65,0.14433756729740232,0.14433756729740657,0.0,0.0,0.0036084391824351843,0.0,0.0,0.0,0.0,0.9672485689326843,0.9672485689326833
