,t(min),Te[K],Tc[K],dT[K],P[bar],Q[W],TR[K/W],alpha,beta,phase,GFE_Te[KJ/mol],GFE_Tc[KJ/mol],dG[KJ/mol]
0,00:00:00,303.54999999999995,302.9,0.6499999999999986,0.3799685892632876,120,0.005416666666666655,90,0,1,-2442.114649020941,-2436.8852814641514,-5.229367556789839
1,00:00:05,303.54999999999995,302.65,0.8999999999999986,0.3799685892632876,120,0.0074999999999999884,90,0,1,-2442.114649020941,-2434.8739862500015,-7.240662770939707
2,00:00:10,303.54999999999995,302.65,0.8999999999999986,0.3799685892632876,120,0.0074999999999999884,90,0,1,-2442.114649020941,-2434.8739862500015,-7.240662770939707
3,00:00:15,303.54999999999995,302.65,0.8999999999999986,0.3799685892632876,120,0.0074999999999999884,90,0,1,-2442.114649020941,-2434.8739862500015,-7.240662770939707
4,00:00:20,303.54999999999995,302.65,0.8999999999999986,0.3799685892632876,120,0.0074999999999999884,90,0,1,-2442.114649020941,-2434.8739862500015,-7.240662770939707
5,00:00:25,303.54999999999995,302.65,0.8999999999999986,0.3799685892632876,120,0.0074999999999999884,90,0,1,-2442.114649020941,-2434.8739862500015,-7.240662770939707
6,00:00:30,303.54999999999995,302.65,0.8999999999999986,0.3799685892632876,120,0.0074999999999999884,90,0,1,-2442.114649020941,-2434.8739862500015,-7.240662770939707
7,00:00:35,303.54999999999995,302.65,0.8999999999999986,0.3799685892632876,120,0.0074999999999999884,90,0,1,-2442.114649020941,-2434.8739862500015,-7.240662770939707
8,00:00:40,303.75,302.9,0.8500000000000014,0.3799685892632876,120,0.007083333333333345,90,0,1,-2443.7236851922617,-2436.8852814641514,-6.838403728110279
9,00:00:45,303.75,302.9,0.8500000000000014,0.3799685892632876,120,0.007083333333333345,90,0,1,-2443.7236851922617,-2436.8852814641514,-6.838403728110279
10,00:00:50,303.75,302.65,1.1000000000000014,0.3799685892632876,120,0.009166666666666679,90,0,1,-2443.7236851922617,-2434.8739862500015,-8.849698942260147
11,00:00:55,303.95,302.65,1.3000000000000007,0.3799685892632876,120,0.010833333333333339,90,0,1,-2445.3327213635816,-2434.8739862500015,-10.458735113580133
12,00:01:00,303.95,302.65,1.3000000000000007,0.3799685892632876,120,0.010833333333333339,90,0,1,-2445.3327213635816,-2434.8739862500015,-10.458735113580133
13,00:01:05,304.54999999999995,302.65,1.8999999999999986,0.3799685892632876,120,0.01583333333333332,90,0,1,-2450.1598298775416,-2434.8739862500015,-15.285843627540089
14,00:01:10,304.75,302.65,2.1000000000000014,0.3799685892632876,120,0.017500000000000012,90,0,1,-2451.7688660488616,-2434.8739862500015,-16.894879798860075
15,00:01:15,304.75,302.9,1.8500000000000014,0.3799685892632876,120,0.01541666666666668,90,0,1,-2451.7688660488616,-2436.8852814641514,-14.883584584710206
16,00:01:20,305.34999999999997,302.9,2.450000000000003,0.3799685892632876,120,0.02041666666666669,90,0,1,-2456.5959745628215,-2436.8852814641514,-19.710693098670163
17,00:01:25,305.54999999999995,303.15,2.3999999999999986,0.3799685892632876,120,0.019999999999999987,90,0,1,-2458.2050107341415,-2438.8965766783017,-19.308434055839825
18,00:01:30,305.75,303.15,2.6000000000000014,0.3799685892632876,120,0.021666666666666678,90,0,1,-2459.814046905462,-2438.8965766783017,-20.917470227160265
19,00:01:35,306.34999999999997,303.15,3.200000000000003,0.3799685892632876,120,0.02666666666666669,90,0,1,-2464.6411554194215,-2438.8965766783017,-25.744578741119767
