,t(min),Te[K],Tc[K],dT[K],P[bar],Q[W],TR[K/W],alpha,beta,phase
0,00:00:00,303.54999999999995,302.9,0.6499999999999986,0.3799685892632876,120,0.005416666666666655,90,0,1
1,00:00:05,303.54999999999995,302.65,0.8999999999999986,0.3799685892632876,120,0.0074999999999999884,90,0,1
2,00:00:10,303.54999999999995,302.65,0.8999999999999986,0.3799685892632876,120,0.0074999999999999884,90,0,1
3,00:00:15,303.54999999999995,302.65,0.8999999999999986,0.3799685892632876,120,0.0074999999999999884,90,0,1
4,00:00:20,303.54999999999995,302.65,0.8999999999999986,0.3799685892632876,120,0.0074999999999999884,90,0,1
5,00:00:25,303.54999999999995,302.65,0.8999999999999986,0.3799685892632876,120,0.0074999999999999884,90,0,1
6,00:00:30,303.54999999999995,302.65,0.8999999999999986,0.3799685892632876,120,0.0074999999999999884,90,0,1
7,00:00:35,303.54999999999995,302.65,0.8999999999999986,0.3799685892632876,120,0.0074999999999999884,90,0,1
8,00:00:40,303.75,302.9,0.8500000000000014,0.3799685892632876,120,0.007083333333333345,90,0,1
9,00:00:45,303.75,302.9,0.8500000000000014,0.3799685892632876,120,0.007083333333333345,90,0,1
10,00:00:50,303.75,302.65,1.1000000000000014,0.3799685892632876,120,0.009166666666666679,90,0,1
11,00:00:55,303.95,302.65,1.3000000000000007,0.3799685892632876,120,0.010833333333333339,90,0,1
12,00:01:00,303.95,302.65,1.3000000000000007,0.3799685892632876,120,0.010833333333333339,90,0,1
13,00:01:05,304.54999999999995,302.65,1.8999999999999986,0.3799685892632876,120,0.01583333333333332,90,0,1
14,00:01:10,304.75,302.65,2.1000000000000014,0.3799685892632876,120,0.017500000000000012,90,0,1
15,00:01:15,304.75,302.9,1.8500000000000014,0.3799685892632876,120,0.01541666666666668,90,0,1
16,00:01:20,305.34999999999997,302.9,2.450000000000003,0.3799685892632876,120,0.02041666666666669,90,0,1
17,00:01:25,305.54999999999995,303.15,2.3999999999999986,0.3799685892632876,120,0.019999999999999987,90,0,1
18,00:01:30,305.75,303.15,2.6000000000000014,0.3799685892632876,120,0.021666666666666678,90,0,1
19,00:01:35,306.34999999999997,303.15,3.200000000000003,0.3799685892632876,120,0.02666666666666669,90,0,1
20,00:01:40,306.54999999999995,303.15,3.3999999999999986,0.3799685892632876,120,0.02833333333333332,90,0,1
21,00:01:45,306.54999999999995,303.15,3.3999999999999986,0.3799685892632876,120,0.02833333333333332,90,0,1
22,00:01:50,307.15,303.15,4.0,0.3799685892632876,120,0.03333333333333333,90,0,1
23,00:01:55,307.54999999999995,303.15,4.399999999999999,0.3799685892632876,120,0.03666666666666665,90,0,1
24,00:02:00,308.15,303.15,5.0,0.3799685892632876,120,0.041666666666666664,90,0,1
25,00:02:05,308.15,303.15,5.0,0.3799685892632876,120,0.041666666666666664,90,0,1
26,00:02:10,308.95,303.15,5.799999999999997,0.3799685892632876,120,0.04833333333333331,90,0,1
27,00:02:15,309.54999999999995,303.4,6.149999999999999,0.3799685892632876,120,0.05124999999999999,90,0,1
28,00:02:20,309.75,303.65,6.100000000000001,0.3799685892632876,120,0.05083333333333335,90,0,1
29,00:02:25,310.15,303.65,6.5,0.3799685892632876,120,0.05416666666666667,90,0,1
30,00:02:30,309.54999999999995,302.65,6.899999999999999,0.3799685892632876,120,0.05749999999999999,90,0,1
31,00:02:35,310.15,302.65,7.5,0.3799685892632876,120,0.0625,90,0,1
32,00:02:40,310.34999999999997,302.9,7.450000000000003,0.3799685892632876,120,0.06208333333333336,90,0,1
33,00:02:45,311.15,302.9,8.25,0.3799685892632876,120,0.06875,90,0,1
34,00:02:50,311.34999999999997,302.9,8.450000000000003,0.3799685892632876,120,0.0704166666666667,90,0,1
35,00:02:55,312.15,302.9,9.25,0.3799685892632876,120,0.07708333333333334,90,0,1
36,00:03:00,312.54999999999995,302.9,9.649999999999999,0.3799685892632876,120,0.08041666666666665,90,0,1
37,00:03:05,312.75,303.15,9.600000000000001,0.3799685892632876,120,0.08000000000000002,90,0,1
38,00:03:10,313.75,303.4,10.350000000000001,0.3799685892632876,120,0.08625000000000001,90,0,1
39,00:03:15,313.95,303.9,10.049999999999997,0.3799685892632876,120,0.08374999999999998,90,0,1
40,00:03:20,315.54999999999995,304.9,10.649999999999999,0.3799685892632876,120,0.08874999999999998,90,0,1
41,00:03:25,315.75,304.9,10.850000000000001,0.3799685892632876,120,0.09041666666666667,90,0,1
42,00:03:30,316.54999999999995,304.9,11.649999999999999,0.3799685892632876,120,0.09708333333333333,90,0,1
43,00:03:35,316.54999999999995,304.9,11.649999999999999,0.3799685892632876,120,0.09708333333333333,90,0,1
44,00:03:40,317.34999999999997,304.9,12.450000000000003,0.3799685892632876,120,0.10375000000000002,90,0,1
45,00:03:45,317.95,305.15,12.799999999999997,0.3799685892632876,120,0.10666666666666665,90,0,1
46,00:03:50,318.34999999999997,305.15,13.200000000000003,0.3799685892632876,120,0.11000000000000003,90,0,1
47,00:03:55,318.75,305.15,13.600000000000001,0.3799685892632876,120,0.11333333333333334,90,0,1
48,00:04:00,319.15,305.65,13.5,0.4132991672688391,120,0.1125,90,0,1
49,00:04:05,319.95,305.9,14.049999999999997,0.4132991672688391,120,0.1170833333333333,90,0,1
50,00:04:10,320.34999999999997,305.9,14.450000000000003,0.4132991672688391,120,0.12041666666666669,90,0,1
51,00:04:15,320.75,306.15,14.600000000000001,0.4132991672688391,120,0.12166666666666667,90,0,1
