,t(min),Te[C],Tc[C],P[mmHg],Q[W],alpha,beta,phase
0,00:00:00,27.0,27.0,310.0,80,90,0,1
1,00:00:05,27.0,27.0,310.0,80,90,0,1
2,00:00:10,27.0,27.0,310.0,80,90,0,1
3,00:00:15,27.0,27.0,310.0,80,90,0,1
4,00:00:20,27.0,27.0,310.0,80,90,0,1
5,00:00:25,27.0,27.0,310.0,80,90,0,1
6,00:00:30,27.0,27.0,310.0,80,90,0,1
7,00:00:35,27.0,27.0,310.0,80,90,0,1
8,00:00:40,27.0,27.0,310.0,80,90,0,1
9,00:00:45,27.0,27.0,310.0,80,90,0,1
10,00:00:50,27.0,27.0,310.0,80,90,0,1
11,00:00:55,27.0,27.0,310.0,80,90,0,1
12,00:01:00,27.0,27.0,310.0,80,90,0,1
13,00:01:05,27.0,27.0,310.0,80,90,0,1
14,00:01:10,27.4,27.0,310.0,80,90,0,1
15,00:01:15,27.6,27.0,310.0,80,90,0,1
16,00:01:20,27.6,27.0,310.0,80,90,0,1
17,00:01:25,27.8,27.0,310.0,80,90,0,1
18,00:01:30,28.0,27.0,310.0,80,90,0,1
19,00:01:35,28.4,27.0,310.0,80,90,0,1
20,00:01:40,29.4,28.0,310.0,80,90,0,1
21,00:01:45,29.6,28.0,310.0,80,90,0,1
22,00:01:50,29.0,27.0,310.0,80,90,0,1
23,00:01:55,30.2,28.0,310.0,80,90,0,1
24,00:02:00,30.2,28.0,310.0,80,90,0,1
25,00:02:05,30.6,27.25,310.0,80,90,0,1
26,00:02:10,30.8,28.25,310.0,80,90,0,1
27,00:02:15,31.4,28.25,310.0,80,90,0,1
28,00:02:20,31.6,28.5,310.0,80,90,0,1
29,00:02:25,31.8,28.5,310.0,80,90,0,1
30,00:02:30,32.0,28.5,310.0,80,90,0,1
31,00:02:35,32.0,28.5,310.0,80,90,0,1
32,00:02:40,32.2,28.5,310.0,80,90,0,1
33,00:02:45,32.8,28.5,310.0,80,90,0,1
34,00:02:50,33.0,28.5,310.0,80,90,0,1
35,00:02:55,33.4,28.75,310.0,80,90,0,1
36,00:03:00,33.6,28.75,310.0,80,90,0,1
37,00:03:05,33.8,28.75,310.0,80,90,0,1
38,00:03:10,34.4,29.0,310.0,80,90,0,1
39,00:03:15,34.4,29.0,310.0,80,90,0,1
40,00:03:20,35.0,29.0,310.0,80,90,0,1
41,00:03:25,35.4,29.0,310.0,80,90,0,1
42,00:03:30,35.6,29.25,310.0,80,90,0,1
43,00:03:35,35.8,29.25,310.0,80,90,0,1
44,00:03:40,36.6,29.5,310.0,80,90,0,1
45,00:03:45,36.8,29.5,310.0,80,90,0,1
46,00:03:50,36.8,29.5,310.0,80,90,0,1
47,00:03:55,37.4,29.5,310.0,80,90,0,1
48,00:04:00,37.6,29.5,310.0,80,90,0,1
49,00:04:05,38.4,29.5,310.0,80,90,0,1
50,00:04:10,38.4,29.75,310.0,80,90,0,1
51,00:04:15,38.6,30.0,310.0,80,90,0,1
52,00:04:20,39.0,30.25,310.0,80,90,0,1
53,00:04:25,39.2,30.25,310.0,80,90,0,1
54,00:04:30,39.6,30.5,310.0,80,90,0,1
55,00:04:35,40.2,30.5,310.0,80,90,0,1
56,00:04:40,40.4,30.5,310.0,80,90,0,1
57,00:04:45,40.6,30.5,310.0,80,90,0,1
58,00:04:50,41.2,30.5,310.0,80,90,0,1
59,00:04:55,41.4,30.5,310.0,80,90,0,1
60,00:05:00,41.8,30.75,310.0,80,90,0,1
61,00:05:05,42.0,30.75,310.0,80,90,0,1
62,00:05:10,42.0,31.25,310.0,80,90,0,1
63,00:05:15,42.0,31.25,310.0,80,90,0,1
64,00:05:20,43.0,31.25,310.0,80,90,0,1
65,00:05:25,43.2,31.25,310.0,80,90,0,1
66,00:05:30,43.6,31.25,310.0,80,90,0,1
67,00:05:35,43.8,31.5,310.0,80,90,0,1
68,00:05:40,44.0,31.5,310.0,80,90,0,1
69,00:05:45,44.4,31.75,310.0,80,90,0,1
70,00:05:50,45.0,31.75,310.0,80,90,0,1
71,00:05:55,45.0,31.75,310.0,80,90,0,1
72,00:06:00,45.2,32.0,310.0,80,90,0,1
73,00:06:05,45.8,32.0,310.0,80,90,0,1
74,00:06:10,45.8,32.0,310.0,80,90,0,1
75,00:06:15,46.2,32.0,310.0,80,90,0,1
76,00:06:20,46.4,32.25,310.0,80,90,0,1
77,00:06:25,46.8,32.25,310.0,80,90,0,1
78,00:06:30,47.2,32.25,335.0,80,90,0,1
79,00:06:35,47.4,32.5,335.0,80,90,0,1
80,00:06:40,47.6,33.0,335.0,80,90,0,1
81,00:06:45,47.6,33.0,335.0,80,90,0,1
82,00:06:50,48.2,33.0,335.0,80,90,0,1
83,00:06:55,48.4,33.0,335.0,80,90,0,1
84,00:07:00,49.0,33.0,335.0,80,90,0,1
85,00:07:05,49.2,33.25,335.0,80,90,0,1
86,00:07:10,49.4,33.25,335.0,80,90,0,1
87,00:07:15,49.6,33.25,335.0,80,90,0,1
88,00:07:20,50.0,33.25,335.0,80,90,0,1
89,00:07:25,50.4,33.75,335.0,80,90,0,1
90,00:07:30,50.8,34.0,335.0,80,90,0,1
91,00:07:35,50.8,34.0,335.0,80,90,0,1
92,00:07:40,51.0,34.0,335.0,80,90,0,1
93,00:07:45,51.4,34.0,335.0,80,90,0,1
94,00:07:50,51.4,34.25,335.0,80,90,0,1
95,00:07:55,51.6,34.5,335.0,80,90,0,1
96,00:08:00,51.8,34.75,335.0,80,90,0,1
97,00:08:05,52.2,34.75,335.0,80,90,0,1
98,00:08:10,52.4,34.75,360.0,80,90,0,1
99,00:08:15,52.8,34.75,360.0,80,90,0,1
100,00:08:20,53.2,35.0,360.0,80,90,0,1
101,00:08:25,53.2,35.25,360.0,80,90,0,1
102,00:08:30,53.4,35.25,360.0,80,90,0,1
103,00:08:35,54.0,35.5,360.0,80,90,0,1
104,00:08:40,54.0,35.5,360.0,80,90,0,1
105,00:08:45,55.0,35.75,360.0,80,90,0,1
106,00:08:50,55.0,35.75,360.0,80,90,0,1
107,00:08:55,55.2,35.75,360.0,80,90,0,1
108,00:09:00,55.2,35.75,360.0,80,90,0,1
109,00:09:05,55.2,36.25,360.0,80,90,0,1
110,00:09:10,55.4,36.25,360.0,80,90,0,1
111,00:09:15,56.0,36.5,360.0,80,90,0,1
112,00:09:20,56.2,36.5,360.0,80,90,0,1
113,00:09:25,56.2,36.5,360.0,80,90,0,1
114,00:09:30,56.4,36.5,360.0,80,90,0,1
115,00:09:35,56.8,36.5,360.0,80,90,0,1
116,00:09:40,56.8,36.75,360.0,80,90,0,1
117,00:09:45,57.0,36.75,360.0,80,90,0,1
118,00:09:50,57.6,36.75,360.0,80,90,0,1
119,00:09:55,57.8,37.0,360.0,80,90,0,1
120,00:10:00,57.8,37.0,385.0,80,90,0,1
121,00:10:05,58.0,37.25,385.0,80,90,0,1
122,00:10:10,58.6,37.25,385.0,80,90,0,1
123,00:10:15,59.0,37.25,385.0,80,90,0,1
124,00:10:20,59.0,37.25,385.0,80,90,0,1
125,00:10:25,59.0,37.25,385.0,80,90,0,1
126,00:10:30,59.8,37.5,385.0,80,90,0,1
127,00:10:35,59.8,37.75,385.0,80,90,0,1
128,00:10:40,60.0,38.0,385.0,80,90,0,1
129,00:10:45,60.2,38.25,410.0,80,90,0,1
130,00:10:50,60.4,38.25,410.0,80,90,0,1
131,00:10:55,60.8,38.25,410.0,80,90,0,1
132,00:11:00,61.2,38.5,410.0,80,90,0,1
133,00:11:05,61.4,38.5,410.0,80,90,0,1
134,00:11:10,61.4,38.25,410.0,80,90,0,1
135,00:11:15,61.4,38.5,410.0,80,90,0,1
136,00:11:20,61.6,38.75,410.0,80,90,0,1
137,00:11:25,62.4,39.0,410.0,80,90,0,1
138,00:11:30,62.4,39.25,410.0,80,90,0,1
139,00:11:35,62.4,39.25,410.0,80,90,0,1
140,00:11:40,62.4,39.75,410.0,80,90,0,1
141,00:11:45,62.4,39.75,410.0,80,90,0,1
142,00:11:50,62.4,39.75,410.0,80,90,0,1
143,00:11:55,62.4,39.75,410.0,80,90,0,1
144,00:12:00,62.8,39.75,410.0,80,90,0,1
145,00:12:05,63.2,39.75,410.0,80,90,0,1
146,00:12:10,63.0,39.75,435.0,80,90,0,1
147,00:12:15,63.2,40.0,435.0,80,90,0,1
148,00:12:20,63.4,40.5,435.0,80,90,0,1
149,00:12:25,63.6,40.75,435.0,80,90,0,1
150,00:12:30,63.6,40.75,435.0,80,90,0,1
151,00:12:35,63.6,40.75,435.0,80,90,0,1
152,00:12:40,64.4,41.5,435.0,80,90,0,1
153,00:12:45,64.6,41.5,435.0,80,90,0,1
154,00:12:50,64.6,41.5,435.0,80,90,0,1
155,00:12:55,65.0,41.75,435.0,80,90,0,1
156,00:13:00,65.0,41.75,460.0,80,90,0,1
157,00:13:05,65.2,41.75,460.0,80,90,0,1
158,00:13:10,65.2,41.75,460.0,80,90,0,1
