,t(min),Te[K],Tc[K],dT[K],P[bar],Q[W],TR[K/W],alpha,beta,phase
0,00:00:00,300.15,300.15,0.0,0.4132991672688391,80,0.0,90,0,1
1,00:00:05,300.15,300.15,0.0,0.4132991672688391,80,0.0,90,0,1
2,00:00:10,300.15,300.15,0.0,0.4132991672688391,80,0.0,90,0,1
3,00:00:15,300.15,300.15,0.0,0.4132991672688391,80,0.0,90,0,1
4,00:00:20,300.15,300.15,0.0,0.4132991672688391,80,0.0,90,0,1
5,00:00:25,300.15,300.15,0.0,0.4132991672688391,80,0.0,90,0,1
6,00:00:30,300.15,300.15,0.0,0.4132991672688391,80,0.0,90,0,1
7,00:00:35,300.15,300.15,0.0,0.4132991672688391,80,0.0,90,0,1
8,00:00:40,300.15,300.15,0.0,0.4132991672688391,80,0.0,90,0,1
9,00:00:45,300.15,300.15,0.0,0.4132991672688391,80,0.0,90,0,1
10,00:00:50,300.15,300.15,0.0,0.4132991672688391,80,0.0,90,0,1
11,00:00:55,300.15,300.15,0.0,0.4132991672688391,80,0.0,90,0,1
12,00:01:00,300.15,300.15,0.0,0.4132991672688391,80,0.0,90,0,1
13,00:01:05,300.15,300.15,0.0,0.4132991672688391,80,0.0,90,0,1
14,00:01:10,300.54999999999995,300.15,0.3999999999999986,0.4132991672688391,80,0.004999999999999982,90,0,1
15,00:01:15,300.75,300.15,0.6000000000000014,0.4132991672688391,80,0.007500000000000018,90,0,1
16,00:01:20,300.75,300.15,0.6000000000000014,0.4132991672688391,80,0.007500000000000018,90,0,1
17,00:01:25,300.95,300.15,0.8000000000000007,0.4132991672688391,80,0.010000000000000009,90,0,1
18,00:01:30,301.15,300.15,1.0,0.4132991672688391,80,0.0125,90,0,1
19,00:01:35,301.54999999999995,300.15,1.3999999999999986,0.4132991672688391,80,0.01749999999999998,90,0,1
20,00:01:40,302.54999999999995,301.15,1.3999999999999986,0.4132991672688391,80,0.01749999999999998,90,0,1
21,00:01:45,302.75,301.15,1.6000000000000014,0.4132991672688391,80,0.020000000000000018,90,0,1
22,00:01:50,302.15,300.15,2.0,0.4132991672688391,80,0.025,90,0,1
23,00:01:55,303.34999999999997,301.15,2.1999999999999993,0.4132991672688391,80,0.02749999999999999,90,0,1
24,00:02:00,303.34999999999997,301.15,2.1999999999999993,0.4132991672688391,80,0.02749999999999999,90,0,1
25,00:02:05,303.75,300.4,3.3500000000000014,0.4132991672688391,80,0.041875000000000016,90,0,1
26,00:02:10,303.95,301.4,2.5500000000000007,0.4132991672688391,80,0.03187500000000001,90,0,1
27,00:02:15,304.54999999999995,301.4,3.1499999999999986,0.4132991672688391,80,0.03937499999999998,90,0,1
28,00:02:20,304.75,301.65,3.1000000000000014,0.4132991672688391,80,0.03875000000000002,90,0,1
29,00:02:25,304.95,301.65,3.3000000000000007,0.4132991672688391,80,0.04125000000000001,90,0,1
30,00:02:30,305.15,301.65,3.5,0.4132991672688391,80,0.04375,90,0,1
31,00:02:35,305.15,301.65,3.5,0.4132991672688391,80,0.04375,90,0,1
32,00:02:40,305.34999999999997,301.65,3.700000000000003,0.4132991672688391,80,0.046250000000000034,90,0,1
