,t(min),Te[K],Tc[K],dT[K],P[bar],Q[W],TR[K/W],alpha,beta,phase,GFE_Te[KJ/mol],GFE_Tc[KJ/mol],dG[KJ/mol]
0,00:00:00,307.75,307.4,0.3500000000000014,0.4799603232799422,60,0.005833333333333357,90,0,1,-1878.169624288148,-1876.033606843791,-2.136017444357094
1,00:00:05,307.95,307.4,0.5499999999999972,0.4799603232799422,60,0.00916666666666662,90,0,1,-1879.3902056849236,-1876.033606843791,-3.356598841132609
2,00:00:10,307.75,307.4,0.3500000000000014,0.4799603232799422,60,0.005833333333333357,90,0,1,-1878.169624288148,-1876.033606843791,-2.136017444357094
3,00:00:15,307.95,307.4,0.5499999999999972,0.4799603232799422,60,0.00916666666666662,90,0,1,-1879.3902056849236,-1876.033606843791,-3.356598841132609
4,00:00:20,307.75,307.15,0.6000000000000014,0.4799603232799422,60,0.010000000000000024,90,0,1,-1878.169624288148,-1874.5078800978217,-3.661744190326317
5,00:00:25,307.75,307.4,0.3500000000000014,0.4799603232799422,60,0.005833333333333357,90,0,1,-1878.169624288148,-1876.033606843791,-2.136017444357094
6,00:00:30,307.75,307.15,0.6000000000000014,0.4799603232799422,60,0.010000000000000024,90,0,1,-1878.169624288148,-1874.5078800978217,-3.661744190326317
7,00:00:35,307.75,307.65,0.10000000000000142,0.4799603232799422,60,0.0016666666666666904,90,0,1,-1878.169624288148,-1877.5593335897604,-0.6102906983876437
8,00:00:40,308.15,307.4,0.75,0.4799603232799422,60,0.0125,90,0,1,-1880.6107870816988,-1876.033606843791,-4.577180237907896
9,00:00:45,307.95,307.65,0.29999999999999716,0.4799603232799422,60,0.004999999999999952,90,0,1,-1879.3902056849236,-1877.5593335897604,-1.8308720951631585
10,00:00:50,307.95,307.15,0.7999999999999972,0.4799603232799422,60,0.013333333333333286,90,0,1,-1879.3902056849236,-1874.5078800978217,-4.882325587101832
11,00:00:55,308.15,307.4,0.75,0.4799603232799422,60,0.0125,90,0,1,-1880.6107870816988,-1876.033606843791,-4.577180237907896
12,00:01:00,308.15,307.65,0.5,0.4799603232799422,60,0.008333333333333333,90,0,1,-1880.6107870816988,-1877.5593335897604,-3.051453491938446
13,00:01:05,308.34999999999997,307.4,0.9500000000000028,0.4799603232799422,60,0.01583333333333338,90,0,1,-1881.8313684784741,-1876.033606843791,-5.797761634683184
14,00:01:10,308.54999999999995,307.15,1.3999999999999986,0.4799603232799422,60,0.02333333333333331,90,0,1,-1883.0519498752494,-1874.5078800978217,-8.544069777427694
15,00:01:15,308.34999999999997,307.4,0.9500000000000028,0.4799603232799422,60,0.01583333333333338,90,0,1,-1881.8313684784741,-1876.033606843791,-5.797761634683184
16,00:01:20,308.95,307.65,1.2999999999999972,0.4799603232799422,60,0.02166666666666662,90,0,1,-1885.4931126688004,-1877.5593335897604,-7.93377907904005
17,00:01:25,308.75,307.4,1.3500000000000014,0.4799603232799422,60,0.022500000000000023,90,0,1,-1884.2725312720254,-1876.033606843791,-8.23892442823444
18,00:01:30,309.15,307.65,1.5,0.4799603232799422,60,0.025,90,0,1,-1886.7136940655757,-1877.5593335897604,-9.154360475815338
19,00:01:35,309.15,307.4,1.75,0.4799603232799422,60,0.029166666666666667,90,0,1,-1886.7136940655757,-1876.033606843791,-10.680087221784788
20,00:01:40,309.34999999999997,307.4,1.9500000000000028,0.4799603232799422,60,0.03250000000000005,90,0,1,-1887.9342754623513,-1876.033606843791,-11.900668618560303
21,00:01:45,309.95,307.65,2.299999999999997,0.4799603232799422,60,0.03833333333333329,90,0,1,-1891.5960196526776,-1877.5593335897604,-14.03668606291717
22,00:01:50,309.95,307.65,2.299999999999997,0.4799603232799422,60,0.03833333333333329,90,0,1,-1891.5960196526776,-1877.5593335897604,-14.03668606291717
23,00:01:55,310.15,307.9,2.25,0.4799603232799422,60,0.0375,90,0,1,-1892.8166010494526,-1879.0850603357296,-13.731540713723007
24,00:02:00,310.34999999999997,307.65,2.700000000000003,0.4799603232799422,60,0.04500000000000005,90,0,1,-1894.0371824462281,-1877.5593335897604,-16.477848856467745
25,00:02:05,310.95,307.65,3.299999999999997,0.4799603232799422,60,0.05499999999999995,90,0,1,-1897.6989266365545,-1877.5593335897604,-20.13959304679406
26,00:02:10,310.95,307.65,3.299999999999997,0.4799603232799422,60,0.05499999999999995,90,0,1,-1897.6989266365545,-1877.5593335897604,-20.13959304679406
27,00:02:15,311.54999999999995,308.15,3.3999999999999986,0.4799603232799422,60,0.05666666666666664,90,0,1,-1901.3606708268806,-1880.6107870816988,-20.749883745181705
28,00:02:20,311.95,307.9,4.049999999999997,0.4799603232799422,60,0.06749999999999995,90,0,1,-1903.8018336204314,-1879.0850603357296,-24.71677328470173
29,00:02:25,312.34999999999997,308.15,4.200000000000003,0.4799603232799422,60,0.07000000000000005,90,0,1,-1906.2429964139824,-1880.6107870816988,-25.632209332283537
30,00:02:30,312.75,308.15,4.600000000000001,0.4799603232799422,60,0.07666666666666669,90,0,1,-1908.6841592075332,-1880.6107870816988,-28.07337212583434
31,00:02:35,312.95,308.4,4.549999999999997,0.4799603232799422,60,0.07583333333333328,90,0,1,-1909.9047406043087,-1882.1365138276678,-27.76822677664086
32,00:02:40,313.75,308.65,5.100000000000001,0.4799603232799422,60,0.08500000000000002,90,0,1,-1914.78706619141,-1883.6622405736373,-31.124825617772785
33,00:02:45,313.75,308.4,5.350000000000001,0.4799603232799422,60,0.08916666666666669,90,0,1,-1914.78706619141,-1882.1365138276678,-32.650552363742236
34,00:02:50,314.34999999999997,308.65,5.700000000000003,0.4799603232799422,60,0.09500000000000004,90,0,1,-1918.4488103817362,-1883.6622405736373,-34.786569808098875
35,00:02:55,314.54999999999995,308.65,5.899999999999999,0.4799603232799422,60,0.09833333333333331,90,0,1,-1919.6693917785115,-1883.6622405736373,-36.00715120487416
36,00:03:00,315.34999999999997,308.9,6.450000000000003,0.4799603232799422,60,0.10750000000000005,90,0,1,-1924.5517173656133,-1885.1879673196065,-39.36375004600677
37,00:03:05,315.54999999999995,308.9,6.649999999999999,0.4799603232799422,60,0.11083333333333331,90,0,1,-1925.7722987623883,-1885.1879673196065,-40.58433144278183
38,00:03:10,315.95,308.9,7.049999999999997,0.4799603232799422,60,0.11749999999999995,90,0,1,-1928.2134615559396,-1885.1879673196065,-43.02549423633309
39,00:03:15,316.15,309.15,7.0,0.4799603232799422,60,0.11666666666666667,90,0,1,-1929.4340429527147,-1886.7136940655757,-42.720348887138925
