,t(min),Te[K],Tc[K],dT[K],P[bar],Q[W],TR[K/W],alpha,beta,phase,GFE_Te[KJ/mol],GFE_Tc[KJ/mol],dG[KJ/mol]
0,00:00:00,304.15,304.15,0.0,0.3799685892632876,60,0.0,90,0,1,-2446.941757534901,-2446.941757534901,0.0
1,00:00:05,304.15,304.15,0.0,0.3799685892632876,60,0.0,90,0,1,-2446.941757534901,-2446.941757534901,0.0
2,00:00:10,304.34999999999997,304.15,0.1999999999999993,0.3799685892632876,60,0.0033333333333333214,90,0,1,-2448.5507937062216,-2446.941757534901,-1.6090361713204402
3,00:00:15,304.54999999999995,304.4,0.14999999999999858,0.3799685892632876,60,0.002499999999999976,90,0,1,-2450.1598298775416,-2448.9530527490515,-1.2067771284901028
4,00:00:20,304.54999999999995,304.4,0.14999999999999858,0.3799685892632876,60,0.002499999999999976,90,0,1,-2450.1598298775416,-2448.9530527490515,-1.2067771284901028
5,00:00:25,304.54999999999995,304.4,0.14999999999999858,0.3799685892632876,60,0.002499999999999976,90,0,1,-2450.1598298775416,-2448.9530527490515,-1.2067771284901028
6,00:00:30,304.54999999999995,304.4,0.14999999999999858,0.3799685892632876,60,0.002499999999999976,90,0,1,-2450.1598298775416,-2448.9530527490515,-1.2067771284901028
7,00:00:35,304.54999999999995,304.4,0.14999999999999858,0.3799685892632876,60,0.002499999999999976,90,0,1,-2450.1598298775416,-2448.9530527490515,-1.2067771284901028
8,00:00:40,304.54999999999995,304.4,0.14999999999999858,0.3799685892632876,60,0.002499999999999976,90,0,1,-2450.1598298775416,-2448.9530527490515,-1.2067771284901028
9,00:00:45,304.54999999999995,304.4,0.14999999999999858,0.3799685892632876,60,0.002499999999999976,90,0,1,-2450.1598298775416,-2448.9530527490515,-1.2067771284901028
10,00:00:50,305.15,304.9,0.25,0.3799685892632876,60,0.004166666666666667,90,0,1,-2454.9869383915016,-2452.9756431773517,-2.011295214149868
11,00:00:55,305.34999999999997,305.15,0.20000000000000284,0.3799685892632876,60,0.003333333333333381,90,0,1,-2456.5959745628215,-2454.9869383915016,-1.6090361713199854
12,00:01:00,305.34999999999997,305.15,0.20000000000000284,0.3799685892632876,60,0.003333333333333381,90,0,1,-2456.5959745628215,-2454.9869383915016,-1.6090361713199854
13,00:01:05,304.54999999999995,304.15,0.3999999999999986,0.3799685892632876,60,0.006666666666666643,90,0,1,-2450.1598298775416,-2446.941757534901,-3.2180723426404256
14,00:01:10,304.75,304.4,0.3500000000000014,0.3799685892632876,60,0.005833333333333357,90,0,1,-2451.7688660488616,-2448.9530527490515,-2.815813299810088
15,00:01:15,304.75,304.4,0.3500000000000014,0.3799685892632876,60,0.005833333333333357,90,0,1,-2451.7688660488616,-2448.9530527490515,-2.815813299810088
16,00:01:20,304.95,304.4,0.5500000000000007,0.3799685892632876,60,0.009166666666666679,90,0,1,-2453.3779022201816,-2448.9530527490515,-4.424849471130074
17,00:01:25,304.75,304.15,0.6000000000000014,0.3799685892632876,60,0.010000000000000024,90,0,1,-2451.7688660488616,-2446.941757534901,-4.827108513960411
18,00:01:30,304.95,304.4,0.5500000000000007,0.3799685892632876,60,0.009166666666666679,90,0,1,-2453.3779022201816,-2448.9530527490515,-4.424849471130074
19,00:01:35,305.15,304.4,0.75,0.3799685892632876,60,0.0125,90,0,1,-2454.9869383915016,-2448.9530527490515,-6.033885642450059
20,00:01:40,305.34999999999997,304.4,0.9500000000000028,0.3799685892632876,60,0.01583333333333338,90,0,1,-2456.5959745628215,-2448.9530527490515,-7.6429218137700445
21,00:01:45,305.15,304.4,0.75,0.3799685892632876,60,0.0125,90,0,1,-2454.9869383915016,-2448.9530527490515,-6.033885642450059
22,00:01:50,305.54999999999995,304.4,1.1499999999999986,0.3799685892632876,60,0.019166666666666644,90,0,1,-2458.2050107341415,-2448.9530527490515,-9.25195798509003
23,00:01:55,305.75,304.4,1.3500000000000014,0.3799685892632876,60,0.022500000000000023,90,0,1,-2459.814046905462,-2448.9530527490515,-10.86099415641047
24,00:02:00,305.95,304.4,1.5499999999999972,0.3799685892632876,60,0.025833333333333285,90,0,1,-2461.4230830767815,-2448.9530527490515,-12.47003032773
