,Te[K],t(min),Tc[K],dT[K],P[bar],TR[K/W],GFE[KJ/mol],GFE_Tc[KJ/mol],dG[KJ/mol]
0,300.15,0.3535533905932738,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,351.15,0.3535533905932738,0.3535533905932738,0.3535533905932738,0.03488105103831704,0.004419417382415906,79.36740324433562,72.75419869059273,6.613204553742839
44,363.15,1.0606601717798212,0.0,0.0,0.034881051038317124,0.0,68.90431710620432,62.121088862925056,6.783228243279179
45,364.15,1.4142135623730951,1.0606601717798212,1.0606601717798212,0.03393831992917354,0.013258252147247738,65.15182884408073,62.772701273861855,2.379127570218777
46,364.47999999999996,1.0408329997330668,0.9013878188659973,0.9013878188659973,0.02848025891195147,0.011267347735824952,56.46618637589514,53.264788041633025,3.9750686229262095
48,365.47999999999996,0.3535533905932738,1.4142135623730951,1.4142135623730951,0.034881051038317124,0.017677669529663705,65.19463775231178,64.65043537754275,0.544202374769037
51,366.47999999999996,0.3535533905932738,0.0,0.0,0.03488105103831728,0.0,63.44770494680625,57.59080727612726,5.856897670679148
52,366.82,1.4577379737113232,0.16021748611542128,0.16021748611541428,0.017440525519158603,0.0020027185764426667,31.75328411998946,29.191232427902797,2.634782607201296
53,367.82,1.3228756555322954,1.0897247358851685,1.0897247358851685,0.0,0.013621559198564608,0.0,5.065902062024515,5.065902062024515
54,368.15,1.9311050377094112,0.8003905296791061,0.8003905296791061,0.0,0.010004881620988833,0.0,3.7208479363669285,3.7208479363669373
55,368.47999999999996,1.4142135623730951,0.5303300858899106,0.5303300858899106,0.0,0.006629126073623899,0.0,2.465393495432631,2.465393495432631
56,368.82,1.923538406167134,0.6471089552772455,0.6471089552772386,0.021464478187134598,0.008088861940965484,37.12075999605634,36.46550260435479,1.9332378046400391
57,369.15,2.851656438711445,0.5590169943749486,0.5590169943749473,0.015998677442664748,0.006987712429686836,27.6929368869252,27.56071782650174,1.4944686853721005
58,369.47999999999996,1.4142135623730951,0.7071067811865476,0.7071067811865476,0.0,0.008838834764831872,0.0,3.446328779203684,3.446328779203684
59,369.82,3.9937451095431715,0.32596012026013405,0.32596012026013255,0.0,0.004074501503251668,0.0,1.588679069715799,1.5886790697157787
60,370.15,3.181980515339464,0.3535533905932738,0.3535533905932738,0.0,0.004419417382415906,0.0,1.7231643896019224,1.7231643896020028
