,Te[K],Tc[K],dT[K],P[bar],Q[W],TR[K/W],alpha,beta,phase,GFE_Te[KJ/mol],GFE_Tc[KJ/mol],dG[KJ/mol]
0,307.0,307.10588235294114,0.05588235294117664,0.4132991672688391,60.0,0.0009313725490196106,90.0,0.0,1.0,-2256.4452847157486,-2256.0347665905074,-0.4105181252415444
1,308.0,307.15,0.7499999999999982,0.4132991672688391,60.0,0.01249999999999997,90.0,0.0,1.0,-2261.868445212361,-2256.358859847277,-5.509585365084149
2,309.0,307.18571428571425,1.6785714285714286,0.4132991672688391,60.0,0.027976190476190477,90.0,0.0,1.0,-2268.952197824611,-2256.621221055138,-12.330976769473182
3,310.0,307.4,2.6300000000000012,0.4132991672688391,60.0,0.04383333333333335,90.0,0.0,1.0,-2277.5156676491983,-2258.195388302305,-19.32027934689331
4,311.0,307.55,3.319999999999999,0.4132991672688391,60.0,0.05533333333333331,90.0,0.0,1.0,-2283.6864032580925,-2259.297305375322,-24.38909788277051
5,312.0,308.025,3.875,0.4132991672688391,60.0,0.06458333333333333,90.0,0.0,1.0,-2291.2529004928074,-2262.7867094398753,-28.46619105293246
6,313.0,308.15,4.68,0.4132991672688391,60.0,0.07799999999999999,90.0,0.0,1.0,-2298.084786345511,-2263.704973667389,-34.37981267812211
7,314.0,308.65,5.3,0.4132991672688391,60.0,0.08833333333333333,90.0,0.0,1.0,-2306.3124338240364,-2267.3780305774444,-38.9344032465915
8,315.0,309.15,5.799999999999999,0.4132991672688391,60.0,0.09666666666666665,90.0,0.0,1.0,-2313.658547644148,-2271.0510874875004,-42.60746015664722
9,316.0,309.2,6.87,0.4132991672688391,60.0,0.1145,90.0,0.0,1.0,-2321.8861951226727,-2271.418393178506,-50.467801944166695
10,317.0,309.8375,7.212500000000002,0.4132991672688391,60.0,0.12020833333333338,90.0,0.0,1.0,-2329.085386666382,-2276.101540738827,-52.98384592755485
11,318.0,310.15,7.8,0.4132991672688391,60.0,0.13,90.0,0.0,1.0,-2335.6968891044826,-2278.397201307612,-57.29968779687069
