,t(min),Te[K],Tc[K],dT[K],P[bar],Q[W],TR[K/W],alpha,beta,phase,GFE_Te[KJ/mol],GFE_Tc[KJ/mol],dG[KJ/mol]
0,00:00:00,302.75,302.15,0.6000000000000014,0.4132991672688391,100,0.006000000000000014,90,0,1,-2224.0359590387866,-2219.6282907467194,-4.407668292067228
1,00:00:05,302.75,302.15,0.6000000000000014,0.4132991672688391,100,0.006000000000000014,90,0,1,-2224.0359590387866,-2219.6282907467194,-4.407668292067228
2,00:00:10,302.75,302.15,0.6000000000000014,0.4132991672688391,100,0.006000000000000014,90,0,1,-2224.0359590387866,-2219.6282907467194,-4.407668292067228
3,00:00:15,302.75,302.15,0.6000000000000014,0.4132991672688391,100,0.006000000000000014,90,0,1,-2224.0359590387866,-2219.6282907467194,-4.407668292067228
4,00:00:20,302.75,302.15,0.6000000000000014,0.4132991672688391,100,0.006000000000000014,90,0,1,-2224.0359590387866,-2219.6282907467194,-4.407668292067228
5,00:00:25,302.75,302.15,0.6000000000000014,0.4132991672688391,100,0.006000000000000014,90,0,1,-2224.0359590387866,-2219.6282907467194,-4.407668292067228
6,00:00:30,302.75,302.15,0.6000000000000014,0.4132991672688391,100,0.006000000000000014,90,0,1,-2224.0359590387866,-2219.6282907467194,-4.407668292067228
7,00:00:35,302.75,302.15,0.6000000000000014,0.4132991672688391,100,0.006000000000000014,90,0,1,-2224.0359590387866,-2219.6282907467194,-4.407668292067228
8,00:00:40,302.75,302.15,0.6000000000000014,0.4132991672688391,100,0.006000000000000014,90,0,1,-2224.0359590387866,-2219.6282907467194,-4.407668292067228
9,00:00:45,302.75,302.15,0.6000000000000014,0.4132991672688391,100,0.006000000000000014,90,0,1,-2224.0359590387866,-2219.6282907467194,-4.407668292067228
10,00:00:50,302.95,302.15,0.8000000000000007,0.4132991672688391,100,0.008000000000000007,90,0,1,-2225.5051818028082,-2219.6282907467194,-5.87689105608888
11,00:00:55,303.15,302.15,1.0,0.4132991672688391,100,0.01,90,0,1,-2226.974404566831,-2219.6282907467194,-7.346113820111441
12,00:01:00,303.15,302.15,1.0,0.4132991672688391,100,0.01,90,0,1,-2226.974404566831,-2219.6282907467194,-7.346113820111441
13,00:01:05,303.34999999999997,302.15,1.1999999999999993,0.4132991672688391,100,0.011999999999999993,90,0,1,-2228.4436273308534,-2219.6282907467194,-8.815336584134002
14,00:01:10,303.15,302.15,1.0,0.4132991672688391,100,0.01,90,0,1,-2226.974404566831,-2219.6282907467194,-7.346113820111441
15,00:01:15,303.54999999999995,302.15,1.3999999999999986,0.4132991672688391,100,0.013999999999999986,90,0,1,-2229.912850094875,-2219.6282907467194,-10.284559348155653
16,00:01:20,304.15,302.15,2.0,0.4132991672688391,100,0.02,90,0,1,-2234.3205183869422,-2219.6282907467194,-14.692227640222882
17,00:01:25,304.15,302.15,2.0,0.4132991672688391,100,0.02,90,0,1,-2234.3205183869422,-2219.6282907467194,-14.692227640222882
18,00:01:30,304.34999999999997,302.15,2.1999999999999993,0.4132991672688391,100,0.021999999999999992,90,0,1,-2235.789741150965,-2219.6282907467194,-16.161450404245443
19,00:01:35,304.75,302.15,2.6000000000000014,0.4132991672688391,100,0.026000000000000013,90,0,1,-2238.7281866790095,-2219.6282907467194,-19.09989593229011
20,00:01:40,304.75,302.15,2.6000000000000014,0.4132991672688391,100,0.026000000000000013,90,0,1,-2238.7281866790095,-2219.6282907467194,-19.09989593229011
21,00:01:45,305.15,302.15,3.0,0.4132991672688391,100,0.03,90,0,1,-2241.666632207054,-2219.6282907467194,-22.038341460334777
22,00:01:50,305.34999999999997,302.15,3.200000000000003,0.4132991672688391,100,0.03200000000000003,90,0,1,-2243.1358549710762,-2219.6282907467194,-23.507564224356884
23,00:01:55,305.75,302.15,3.6000000000000014,0.4132991672688391,100,0.03600000000000001,90,0,1,-2246.0743004991214,-2219.6282907467194,-26.446009752402006
24,00:02:00,305.95,302.15,3.799999999999997,0.4132991672688391,100,0.03799999999999997,90,0,1,-2247.5435232631435,-2219.6282907467194,-27.915232516424112
25,00:02:05,306.54999999999995,302.15,4.399999999999999,0.4132991672688391,100,0.043999999999999984,90,0,1,-2251.95119155521,-2219.6282907467194,-32.32290080849043
26,00:02:10,306.75,302.15,4.600000000000001,0.4132991672688391,100,0.04600000000000001,90,0,1,-2253.420414319233,-2219.6282907467194,-33.79212357251345
27,00:02:15,307.15,302.15,5.0,0.4132991672688391,100,0.05,90,0,1,-2256.358859847277,-2219.6282907467194,-36.73056910055766
28,00:02:20,307.34999999999997,302.15,5.200000000000003,0.4132991672688391,100,0.052000000000000025,90,0,1,-2257.8280826112996,-2219.6282907467194,-38.19979186458022
29,00:02:25,307.54999999999995,302.4,5.149999999999999,0.4132991672688391,100,0.05149999999999998,90,0,1,-2259.2973053753217,-2221.464819201747,-37.83248617357458
30,00:02:30,307.95,302.4,5.549999999999997,0.4132991672688391,100,0.05549999999999997,90,0,1,-2262.235750903367,-2221.464819201747,-40.7709317016197
31,00:02:35,308.54999999999995,302.65,5.899999999999999,0.4132991672688391,100,0.05899999999999998,90,0,1,-2266.643419195433,-2223.301347656775,-43.342071538658274
32,00:02:40,308.75,302.65,6.100000000000001,0.4132991672688391,100,0.06100000000000001,90,0,1,-2268.112641959456,-2223.301347656775,-44.81129430268129
33,00:02:45,309.34999999999997,302.9,6.450000000000003,0.4132991672688391,100,0.06450000000000003,90,0,1,-2272.520310251523,-2225.137876111803,-47.38243413971986
34,00:02:50,309.54999999999995,302.9,6.649999999999999,0.4132991672688391,100,0.06649999999999999,90,0,1,-2273.9895330155446,-2225.137876111803,-48.851656903741514
35,00:02:55,310.15,302.9,7.25,0.4132991672688391,100,0.0725,90,0,1,-2278.397201307612,-2225.137876111803,-53.25932519580874
36,00:03:00,310.34999999999997,302.9,7.450000000000003,0.4132991672688391,100,0.07450000000000002,90,0,1,-2279.8664240716344,-2225.137876111803,-54.7285479598313
37,00:03:05,310.54999999999995,303.15,7.399999999999999,0.4132991672688391,100,0.07399999999999998,90,0,1,-2281.3356468356565,-2226.974404566831,-54.36124226882566
38,00:03:10,311.15,303.15,8.0,0.4132991672688391,100,0.08,90,0,1,-2285.7433151277237,-2226.974404566831,-58.76891056089289
39,00:03:15,311.54999999999995,303.15,8.399999999999999,0.4132991672688391,100,0.08399999999999999,90,0,1,-2288.681760655768,-2226.974404566831,-61.707356088937104
40,00:03:20,311.95,303.15,8.799999999999997,0.4132991672688391,100,0.08799999999999997,90,0,1,-2291.620206183813,-2226.974404566831,-64.64580161698223
