,t(min),Te[C],Tc[C],P[mmHg],Q[W],alpha,beta,phase
0,00:00:00,29.6,29.0,310.0,100,90,0,1
1,00:00:05,29.6,29.0,310.0,100,90,0,1
2,00:00:10,29.6,29.0,310.0,100,90,0,1
3,00:00:15,29.6,29.0,310.0,100,90,0,1
4,00:00:20,29.6,29.0,310.0,100,90,0,1
5,00:00:25,29.6,29.0,310.0,100,90,0,1
6,00:00:30,29.6,29.0,310.0,100,90,0,1
7,00:00:35,29.6,29.0,310.0,100,90,0,1
8,00:00:40,29.6,29.0,310.0,100,90,0,1
9,00:00:45,29.6,29.0,310.0,100,90,0,1
10,00:00:50,29.8,29.0,310.0,100,90,0,1
11,00:00:55,30.0,29.0,310.0,100,90,0,1
12,00:01:00,30.0,29.0,310.0,100,90,0,1
13,00:01:05,30.2,29.0,310.0,100,90,0,1
14,00:01:10,30.0,29.0,310.0,100,90,0,1
15,00:01:15,30.4,29.0,310.0,100,90,0,1
16,00:01:20,31.0,29.0,310.0,100,90,0,1
17,00:01:25,31.0,29.0,310.0,100,90,0,1
18,00:01:30,31.2,29.0,310.0,100,90,0,1
19,00:01:35,31.6,29.0,310.0,100,90,0,1
20,00:01:40,31.6,29.0,310.0,100,90,0,1
21,00:01:45,32.0,29.0,310.0,100,90,0,1
22,00:01:50,32.2,29.0,310.0,100,90,0,1
23,00:01:55,32.6,29.0,310.0,100,90,0,1
24,00:02:00,32.8,29.0,310.0,100,90,0,1
25,00:02:05,33.4,29.0,310.0,100,90,0,1
26,00:02:10,33.6,29.0,310.0,100,90,0,1
27,00:02:15,34.0,29.0,310.0,100,90,0,1
28,00:02:20,34.2,29.0,310.0,100,90,0,1
29,00:02:25,34.4,29.25,310.0,100,90,0,1
30,00:02:30,34.8,29.25,310.0,100,90,0,1
31,00:02:35,35.4,29.5,310.0,100,90,0,1
32,00:02:40,35.6,29.5,310.0,100,90,0,1
33,00:02:45,36.2,29.75,310.0,100,90,0,1
34,00:02:50,36.4,29.75,310.0,100,90,0,1
35,00:02:55,37.0,29.75,310.0,100,90,0,1
36,00:03:00,37.2,29.75,310.0,100,90,0,1
37,00:03:05,37.4,30.0,310.0,100,90,0,1
38,00:03:10,38.0,30.0,310.0,100,90,0,1
39,00:03:15,38.4,30.0,310.0,100,90,0,1
40,00:03:20,38.8,30.0,310.0,100,90,0,1
41,00:03:25,39.0,30.0,310.0,100,90,0,1
42,00:03:30,39.8,30.25,310.0,100,90,0,1
43,00:03:35,40.0,30.5,310.0,100,90,0,1
44,00:03:40,40.4,30.75,310.0,100,90,0,1
45,00:03:45,40.8,30.75,310.0,100,90,0,1
46,00:03:50,41.2,30.75,310.0,100,90,0,1
47,00:03:55,41.4,30.75,310.0,100,90,0,1
48,00:04:00,41.8,30.75,310.0,100,90,0,1
49,00:04:05,42.4,30.75,310.0,100,90,0,1
50,00:04:10,42.6,31.0,310.0,100,90,0,1
51,00:04:15,43.4,31.25,310.0,100,90,0,1
52,00:04:20,43.6,31.5,310.0,100,90,0,1
53,00:04:25,44.0,31.75,310.0,100,90,0,1
54,00:04:30,44.2,31.75,310.0,100,90,0,1
55,00:04:35,44.8,31.75,310.0,100,90,0,1
56,00:04:40,45.4,31.75,310.0,100,90,0,1
57,00:04:45,45.8,31.75,310.0,100,90,0,1
58,00:04:50,46.2,32.0,335.0,100,90,0,1
59,00:04:55,46.4,32.0,335.0,100,90,0,1
60,00:05:00,47.0,32.5,335.0,100,90,0,1
61,00:05:05,47.2,32.5,335.0,100,90,0,1
62,00:05:10,47.6,32.5,335.0,100,90,0,1
63,00:05:15,48.4,32.75,335.0,100,90,0,1
64,00:05:20,48.6,32.75,335.0,100,90,0,1
65,00:05:25,49.0,32.75,335.0,100,90,0,1
66,00:05:30,49.2,33.0,335.0,100,90,0,1
67,00:05:35,49.8,33.25,335.0,100,90,0,1
68,00:05:40,50.0,33.5,335.0,100,90,0,1
69,00:05:45,50.4,33.5,335.0,100,90,0,1
70,00:05:50,50.6,33.5,335.0,100,90,0,1
71,00:05:55,51.2,33.75,335.0,100,90,0,1
72,00:06:00,51.6,33.75,335.0,100,90,0,1
73,00:06:05,52.0,34.0,335.0,100,90,0,1
74,00:06:10,52.0,34.25,335.0,100,90,0,1
75,00:06:15,52.6,34.25,335.0,100,90,0,1
76,00:06:20,52.8,34.25,335.0,100,90,0,1
77,00:06:25,53.2,34.25,335.0,100,90,0,1
78,00:06:30,53.6,34.5,360.0,100,90,0,1
79,00:06:35,53.8,34.5,360.0,100,90,0,1
80,00:06:40,54.4,34.75,360.0,100,90,0,1
81,00:06:45,55.2,34.75,360.0,100,90,0,1
82,00:06:50,55.2,34.75,360.0,100,90,0,1
83,00:06:55,55.6,35.5,360.0,100,90,0,1
84,00:07:00,56.0,35.5,360.0,100,90,0,1
85,00:07:05,56.0,35.5,360.0,100,90,0,1
86,00:07:10,56.6,35.75,360.0,100,90,0,1
87,00:07:15,57.0,35.75,360.0,100,90,0,1
88,00:07:20,57.4,36.0,360.0,100,90,0,1
89,00:07:25,57.4,35.75,360.0,100,90,0,1
90,00:07:30,58.2,36.25,360.0,100,90,0,1
91,00:07:35,58.6,36.5,360.0,100,90,0,1
92,00:07:40,58.6,36.5,385.0,100,90,0,1
93,00:07:45,58.8,36.75,385.0,100,90,0,1
94,00:07:50,59.4,36.75,385.0,100,90,0,1
95,00:07:55,59.6,36.75,385.0,100,90,0,1
96,00:08:00,60.0,36.75,385.0,100,90,0,1
97,00:08:05,60.2,37.0,385.0,100,90,0,1
98,00:08:10,60.8,37.0,385.0,100,90,0,1
99,00:08:15,61.2,37.0,385.0,100,90,0,1
100,00:08:20,61.6,37.5,385.0,100,90,0,1
101,00:08:25,61.6,37.5,385.0,100,90,0,1
102,00:08:30,62.4,37.5,410.0,100,90,0,1
103,00:08:35,62.4,37.5,410.0,100,90,0,1
104,00:08:40,63.0,37.75,410.0,100,90,0,1
105,00:08:45,63.2,38.0,410.0,100,90,0,1
106,00:08:50,63.6,38.25,410.0,100,90,0,1
107,00:08:55,63.6,38.5,410.0,100,90,0,1
108,00:09:00,63.8,38.5,410.0,100,90,0,1
109,00:09:05,63.8,38.5,410.0,100,90,0,1
110,00:09:10,64.4,39.0,410.0,100,90,0,1
111,00:09:15,64.8,38.5,410.0,100,90,0,1
112,00:09:20,65.2,38.5,435.0,100,90,0,1
113,00:09:25,65.2,38.5,435.0,100,90,0,1
114,00:09:30,65.2,38.75,435.0,100,90,0,1
115,00:09:35,66.2,39.25,435.0,100,90,0,1
116,00:09:40,66.4,39.5,435.0,100,90,0,1
117,00:09:45,66.8,39.5,435.0,100,90,0,1
118,00:09:50,67.2,39.5,460.0,100,90,0,1
119,00:09:55,67.8,39.5,460.0,100,90,0,1
120,00:10:00,68.4,39.75,460.0,100,90,0,1
121,00:10:05,68.6,39.75,460.0,100,90,0,1
122,00:10:10,68.6,40.0,460.0,100,90,0,1
123,00:10:15,69.2,40.25,460.0,100,90,0,1
124,00:10:20,69.2,40.75,460.0,100,90,0,1
125,00:10:25,70.0,40.5,460.0,100,90,0,1
126,00:10:30,70.0,40.75,460.0,100,90,0,1
127,00:10:35,70.0,40.75,460.0,100,90,0,1
128,00:10:40,70.2,40.75,460.0,100,90,0,1
129,00:10:45,70.2,40.75,460.0,100,90,0,1
130,00:10:50,70.4,41.0,460.0,100,90,0,1
131,00:10:55,70.6,41.25,460.0,100,90,0,1
132,00:11:00,70.6,41.25,460.0,100,90,0,1
133,00:11:05,71.0,41.5,460.0,100,90,0,1
134,00:11:10,71.0,42.0,460.0,100,90,0,1
135,00:11:15,71.2,42.0,460.0,100,90,0,1
136,00:11:20,71.4,42.0,485.0,100,90,0,1
137,00:11:25,71.6,42.0,485.0,100,90,0,1
138,00:11:30,72.4,42.25,485.0,100,90,0,1
139,00:11:35,72.4,42.0,485.0,100,90,0,1
140,00:11:40,72.6,42.0,510.0,100,90,0,1
141,00:11:45,73.2,42.25,510.0,100,90,0,1
142,00:11:50,73.2,42.25,535.0,100,90,0,1
143,00:11:55,72.4,43.0,535.0,100,90,0,1
144,00:12:00,71.0,44.5,535.0,100,90,0,1
145,00:12:05,70.4,45.0,535.0,100,90,0,1
146,00:12:10,70.2,45.0,535.0,100,90,0,1
147,00:12:15,70.2,44.75,535.0,100,90,0,1
148,00:12:20,70.6,44.75,535.0,100,90,0,1
149,00:12:25,71.6,45.0,535.0,100,90,0,1
150,00:12:30,72.0,44.75,535.0,100,90,0,1
151,00:12:35,72.6,45.0,535.0,100,90,0,1
152,00:12:40,73.0,45.0,535.0,100,90,0,1
153,00:12:45,73.6,44.5,535.0,100,90,0,1
154,00:12:50,74.0,44.75,535.0,100,90,0,1
155,00:12:55,74.2,45.0,535.0,100,90,0,1
156,00:13:00,74.6,45.0,560.0,100,90,0,1
157,00:13:05,74.8,45.0,560.0,100,90,0,1
158,00:13:10,75.4,45.0,560.0,100,90,0,1
159,00:13:15,75.8,45.25,560.0,100,90,0,1
160,00:13:20,75.8,45.25,560.0,100,90,0,1
161,00:13:25,75.8,45.0,560.0,100,90,0,1
162,00:13:30,76.0,45.25,560.0,100,90,0,1
163,00:13:35,76.0,45.0,560.0,100,90,0,1
164,00:13:40,76.2,44.75,560.0,100,90,0,1
165,00:13:45,76.4,44.75,560.0,100,90,0,1
166,00:13:50,76.6,44.75,560.0,100,90,0,1
167,00:13:55,76.8,45.0,560.0,100,90,0,1
168,00:14:00,77.6,45.0,560.0,100,90,0,1
169,00:14:05,78.0,45.25,560.0,100,90,0,1
170,00:14:10,78.2,46.0,585.0,100,90,0,1
171,00:14:15,78.4,46.0,585.0,100,90,0,1
172,00:14:20,78.6,46.0,585.0,100,90,0,1
173,00:14:25,78.6,46.0,585.0,100,90,0,1
174,00:14:30,78.8,46.5,585.0,100,90,0,1
175,00:14:35,79.0,46.5,585.0,100,90,0,1
176,00:14:40,79.0,46.75,585.0,100,90,0,1
177,00:14:45,79.4,46.75,585.0,100,90,0,1
178,00:14:50,79.0,47.0,585.0,100,90,0,1
179,00:14:55,79.6,47.25,585.0,100,90,0,1
180,00:15:00,79.4,47.25,585.0,100,90,0,1
181,00:15:05,79.8,47.0,610.0,100,90,0,1
182,00:15:10,80.2,47.0,635.0,100,90,0,1
183,00:15:15,80.0,47.0,635.0,100,90,0,1
184,00:15:20,79.6,47.25,635.0,100,90,0,1
185,00:15:25,79.6,47.25,635.0,100,90,0,1
186,00:15:30,79.6,47.25,635.0,100,90,0,1
187,00:15:35,80.2,47.25,635.0,100,90,0,1
188,00:15:40,80.6,47.25,635.0,100,90,0,1
189,00:15:45,81.0,47.75,635.0,100,90,0,1
190,00:15:50,81.2,47.75,635.0,100,90,0,1
191,00:15:55,81.2,47.75,635.0,100,90,0,1
192,00:16:00,81.6,47.75,635.0,100,90,0,1
193,00:16:05,81.6,48.25,635.0,100,90,0,1
194,00:16:10,81.6,47.75,660.0,100,90,0,1
195,00:16:15,81.6,47.75,660.0,100,90,0,1
196,00:16:20,81.6,48.0,660.0,100,90,0,1
