,Te[K],Tc[K],dT[K],P[bar],Q[W],TR[K/W],alpha,beta,phase,GFE_Te[KJ/mol],GFE_Tc[KJ/mol],dG[KJ/mol]
38,325.15,0.1767766952966369,0.1767766952966369,0.0,0.0,0.0017677669529663704,0.0,0.0,0.0,0.0,1.1846327241614805,1.1846327241614805
45,328.34999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,329.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,330.54999999999995,0.1767766952966369,0.1767766952966369,0.0,0.0,0.0017677669529663704,0.0,0.0,0.0,0.0,1.0788517283125225,1.0788517283125225
52,331.75,0.0,0.0,0.02356827772859266,0.0,0.0,0.0,0.0,0.0,130.94314908652822,122.22018421897056,8.722964867557746
60,334.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,335.54999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,336.75,0.1767766952966369,0.1767766952966369,0.0,0.0,0.0017677669529663508,0.0,0.0,0.0,0.0,0.8877098567762969,0.8877098567762969
65,336.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,338.34999999999997,0.14433756729741465,0.14433756729740696,0.0,0.0,0.0014433756729740578,0.0,0.0,0.0,0.0,0.6537840834530438,0.6537840834530438
75,341.75,0.1767766952966369,0.1767766952966369,0.0,0.0,0.0017677669529663508,0.0,0.0,0.0,0.0,0.718589995164712,0.7185899951647924
76,342.34999999999997,0.3535533905932738,0.3535533905932738,0.0,0.0,0.0035355339059327407,0.0,0.0,0.0,0.0,1.4371799903296651,1.4371799903297457
77,343.15,0.14433756729740232,0.14433756729740618,0.0,0.0,0.0014433756729740658,0.0,0.0,0.0,0.0,0.5867262741409406,0.5867262741409232
78,343.34999999999997,2.383755790064634,2.383755790064634,0.05773025455125301,0.0,0.023837557900646362,0.0,0.0,0.0,248.93110196635175,220.88950604223066,28.04324771847516
79,343.54999999999995,2.8284271247461903,2.8284271247461903,0.07070483318577803,0.0,0.028284271247461867,0.0,0.0,0.0,305.0546801474116,271.00335032303036,34.051329824381135
80,343.75,2.0207259421636943,2.0207259421636903,0.05773025455125305,0.0,0.020207259421636904,0.0,0.0,0.0,249.2211047063737,222.26550979448118,26.9555949118924
81,344.15,1.6072751268321621,1.6072751268321595,0.05773025455125305,0.0,0.01607275126832156,0.0,0.0,0.0,249.51110744639576,223.84674372482152,25.68678103371747
84,344.75,2.1213203435596424,2.1213203435596424,0.04713655545718532,0.0,0.021213203435596385,0.0,0.0,0.0,198.8599595565946,175.8267443046351,23.033215251959454
