,t(min),Te[K],Tc[K],dT[K],P[bar],Q[W],TR[K/W],alpha,beta,phase
0,00:00:00,302.75,302.15,0.6000000000000014,0.4132991672688391,100,0.006000000000000014,90,0,1
1,00:00:05,302.75,302.15,0.6000000000000014,0.4132991672688391,100,0.006000000000000014,90,0,1
2,00:00:10,302.75,302.15,0.6000000000000014,0.4132991672688391,100,0.006000000000000014,90,0,1
3,00:00:15,302.75,302.15,0.6000000000000014,0.4132991672688391,100,0.006000000000000014,90,0,1
4,00:00:20,302.75,302.15,0.6000000000000014,0.4132991672688391,100,0.006000000000000014,90,0,1
5,00:00:25,302.75,302.15,0.6000000000000014,0.4132991672688391,100,0.006000000000000014,90,0,1
6,00:00:30,302.75,302.15,0.6000000000000014,0.4132991672688391,100,0.006000000000000014,90,0,1
7,00:00:35,302.75,302.15,0.6000000000000014,0.4132991672688391,100,0.006000000000000014,90,0,1
8,00:00:40,302.75,302.15,0.6000000000000014,0.4132991672688391,100,0.006000000000000014,90,0,1
9,00:00:45,302.75,302.15,0.6000000000000014,0.4132991672688391,100,0.006000000000000014,90,0,1
10,00:00:50,302.95,302.15,0.8000000000000007,0.4132991672688391,100,0.008000000000000007,90,0,1
11,00:00:55,303.15,302.15,1.0,0.4132991672688391,100,0.01,90,0,1
12,00:01:00,303.15,302.15,1.0,0.4132991672688391,100,0.01,90,0,1
13,00:01:05,303.34999999999997,302.15,1.1999999999999993,0.4132991672688391,100,0.011999999999999993,90,0,1
14,00:01:10,303.15,302.15,1.0,0.4132991672688391,100,0.01,90,0,1
15,00:01:15,303.54999999999995,302.15,1.3999999999999986,0.4132991672688391,100,0.013999999999999986,90,0,1
16,00:01:20,304.15,302.15,2.0,0.4132991672688391,100,0.02,90,0,1
17,00:01:25,304.15,302.15,2.0,0.4132991672688391,100,0.02,90,0,1
18,00:01:30,304.34999999999997,302.15,2.1999999999999993,0.4132991672688391,100,0.021999999999999992,90,0,1
19,00:01:35,304.75,302.15,2.6000000000000014,0.4132991672688391,100,0.026000000000000013,90,0,1
20,00:01:40,304.75,302.15,2.6000000000000014,0.4132991672688391,100,0.026000000000000013,90,0,1
21,00:01:45,305.15,302.15,3.0,0.4132991672688391,100,0.03,90,0,1
22,00:01:50,305.34999999999997,302.15,3.200000000000003,0.4132991672688391,100,0.03200000000000003,90,0,1
23,00:01:55,305.75,302.15,3.6000000000000014,0.4132991672688391,100,0.03600000000000001,90,0,1
24,00:02:00,305.95,302.15,3.799999999999997,0.4132991672688391,100,0.03799999999999997,90,0,1
25,00:02:05,306.54999999999995,302.15,4.399999999999999,0.4132991672688391,100,0.043999999999999984,90,0,1
26,00:02:10,306.75,302.15,4.600000000000001,0.4132991672688391,100,0.04600000000000001,90,0,1
27,00:02:15,307.15,302.15,5.0,0.4132991672688391,100,0.05,90,0,1
28,00:02:20,307.34999999999997,302.15,5.200000000000003,0.4132991672688391,100,0.052000000000000025,90,0,1
29,00:02:25,307.54999999999995,302.4,5.149999999999999,0.4132991672688391,100,0.05149999999999998,90,0,1
30,00:02:30,307.95,302.4,5.549999999999997,0.4132991672688391,100,0.05549999999999997,90,0,1
31,00:02:35,308.54999999999995,302.65,5.899999999999999,0.4132991672688391,100,0.05899999999999998,90,0,1
32,00:02:40,308.75,302.65,6.100000000000001,0.4132991672688391,100,0.06100000000000001,90,0,1
33,00:02:45,309.34999999999997,302.9,6.450000000000003,0.4132991672688391,100,0.06450000000000003,90,0,1
